Timestamp,fx,fy,fz,mx,my,mz
0.715024,-0.281187,-0.431047,-4.17212,0.170554,0.451875,-0.00231
0.715792,-0.280566,-0.431258,-4.36145,0.170885,0.451902,9.6e-05
0.716769,-0.285586,-0.435567,-4.60103,0.170704,0.451877,0.002681
0.717767,-0.28557,-0.426576,-4.6421,0.170769,0.451696,0.002866
0.718762,-0.286616,-0.417014,-4.51516,0.170668,0.451399,0.000946
0.719766,-0.288055,-0.408089,-4.31492,0.170558,0.451284,-0.001879
0.720766,-0.29646,-0.41154,-4.13451,0.170198,0.451119,-0.004721
0.721777,-0.305215,-0.406643,-3.87324,0.170052,0.451045,-0.007602
0.722762,-0.304573,-0.406671,-3.84067,0.169729,0.451034,-0.008213
0.723764,-0.289155,-0.415954,-3.98593,0.16968,0.451136,-0.006948
0.724777,-0.287039,-0.426059,-4.18509,0.169621,0.451531,-0.004445
0.72577,-0.286225,-0.435322,-4.36454,0.169888,0.451743,-0.001928
0.726762,-0.284319,-0.436009,-4.62694,0.170059,0.451868,0.001382
0.727771,-0.277177,-0.432319,-4.65059,0.170412,0.452017,0.002428
0.728762,-0.285446,-0.409963,-4.52762,0.170719,0.45178,0.001791
0.729766,-0.293801,-0.404301,-4.30931,0.170582,0.45152,-0.00016
0.730765,-0.295749,-0.402489,-4.1112,0.170583,0.45112,-0.002237
0.731761,-0.297921,-0.400352,-3.86983,0.170423,0.450619,-0.005239
0.732789,-0.29067,-0.403898,-3.84623,0.170079,0.450369,-0.006285
0.733772,-0.288807,-0.413149,-3.97798,0.16954,0.450466,-0.005965
0.734774,-0.287618,-0.421741,-4.18358,0.16933,0.450389,-0.004746
0.735774,-0.286149,-0.432049,-4.38022,0.169269,0.450786,-0.003206
0.736765,-0.284455,-0.442682,-4.62013,0.169369,0.451286,-0.000742
0.737771,-0.285252,-0.434625,-4.66372,0.16991,0.451399,7.2e-05
0.738783,-0.28664,-0.426886,-4.54213,0.170439,0.451683,-0.000261
0.739766,-0.288681,-0.418204,-4.33791,0.17097,0.451767,-0.001164
0.740779,-0.290071,-0.409943,-4.14356,0.171338,0.451944,-0.002075
0.74177,-0.292208,-0.408206,-3.89599,0.171497,0.451636,-0.003791
0.742766,-0.28517,-0.411068,-3.83387,0.171317,0.451289,-0.004162
0.743769,-0.276239,-0.414454,-3.95664,0.170823,0.450955,-0.0034
0.74477,-0.273781,-0.422737,-4.15045,0.170134,0.450771,-0.002484
0.745776,-0.271869,-0.424148,-4.35475,0.169814,0.450977,-0.001691
0.746766,-0.276232,-0.429501,-4.61153,0.169305,0.451139,-8.4e-05
0.747772,-0.283332,-0.434736,-4.66179,0.169267,0.451384,-0.000238
0.748764,-0.284452,-0.419192,-4.54816,0.16969,0.451764,-0.001325
0.74977,-0.286731,-0.419697,-4.3324,0.170156,0.452035,-0.002759
0.750773,-0.296106,-0.41543,-4.15819,0.170653,0.452173,-0.003797
0.751773,-0.299271,-0.414694,-3.91232,0.171286,0.452159,-0.005204
0.752765,-0.285766,-0.422565,-3.85327,0.171558,0.452055,-0.004732
0.753771,-0.276968,-0.418058,-3.96879,0.17144,0.451918,-0.00311
0.754767,-0.275388,-0.425492,-4.17492,0.171079,0.451552,-0.001564
0.755779,-0.273782,-0.433686,-4.37011,0.170711,0.451375,-0.000333
0.756766,-0.279013,-0.438685,-4.6162,0.170365,0.451446,0.000961
0.757771,-0.285928,-0.433445,-4.66479,0.170079,0.451119,0.000394
0.758766,-0.28613,-0.433356,-4.53783,0.169751,0.451099,-0.001422
0.75977,-0.294379,-0.421245,-4.33986,0.16982,0.451322,-0.003503
0.760775,-0.302438,-0.408307,-4.15367,0.169896,0.451355,-0.004948
0.761773,-0.29723,-0.412427,-3.89687,0.170178,0.45147,-0.006452
0.762776,-0.297443,-0.411742,-3.85834,0.170342,0.451373,-0.005777
0.763783,-0.289768,-0.424958,-3.97598,0.170581,0.451525,-0.003637
0.7648,-0.281432,-0.429733,-4.17488,0.170724,0.451593,-0.001346
0.765785,-0.28129,-0.438439,-4.36274,0.170995,0.451618,0.000523
0.766784,-0.279869,-0.437973,-4.61024,0.170852,0.451359,0.002247
0.767787,-0.28672,-0.434515,-4.64905,0.170713,0.451508,0.00168
0.768782,-0.295047,-0.420878,-4.52156,0.170636,0.451263,-0.000453
0.769786,-0.304465,-0.415817,-4.31113,0.170655,0.451105,-0.003379
0.770785,-0.297629,-0.418591,-4.12205,0.170147,0.450738,-0.005566
0.771804,-0.30637,-0.413959,-3.87285,0.170161,0.450762,-0.007818
0.772779,-0.305296,-0.413852,-3.84197,0.169839,0.45075,-0.007786
0.773786,-0.29697,-0.427489,-3.96945,0.169916,0.450995,-0.005654
0.774785,-0.280439,-0.428331,-4.17938,0.169931,0.451104,-0.00294
0.775786,-0.278686,-0.430346,-4.35838,0.170088,0.451599,-0.000529
0.776818,-0.291363,-0.432002,-4.60895,0.170243,0.452014,0.002146
0.777784,-0.277982,-0.423869,-4.65175,0.170793,0.452028,0.00264
0.778772,-0.286254,-0.41152,-4.53748,0.171029,0.452169,0.001451
0.77977,-0.287705,-0.4021,-4.36025,0.171085,0.451964,-0.00043
0.780778,-0.289211,-0.400648,-4.14082,0.170922,0.451653,-0.002809
0.781793,-0.298254,-0.403421,-3.88986,0.170723,0.451387,-0.005592
0.782786,-0.290821,-0.405748,-3.83561,0.170226,0.450846,-0.006606
