Timestamp,q1,q2,q3,q4,q5,q6,q7
0.0145478,2.6669,0.0509958,-2.70089,-1.61695,0.00989533,-1.57871,0.0781137
0.0157261,2.6669,0.0509957,-2.70089,-1.61695,0.00989533,-1.57871,0.0781137
0.0163632,2.6669,0.0509957,-2.70089,-1.61695,0.00989532,-1.57871,0.0781137
0.0175043,2.6669,0.0509957,-2.70089,-1.61695,0.00989532,-1.57871,0.0781137
0.0186328,2.6669,0.0509956,-2.70089,-1.61695,0.00989532,-1.57871,0.0781137
0.0198345,2.6669,0.0509956,-2.70089,-1.61695,0.00989532,-1.57871,0.0781137
0.0204189,2.6669,0.0509955,-2.70089,-1.61695,0.00989531,-1.57871,0.0781137
0.0216069,2.6669,0.0509955,-2.70089,-1.61695,0.00989531,-1.57871,0.0781137
0.0227321,2.6669,0.0509955,-2.70089,-1.61695,0.00989531,-1.57871,0.0781137
0.0233195,2.6669,0.0509954,-2.70089,-1.61695,0.00989531,-1.57871,0.0781137
0.0245239,2.6669,0.0509954,-2.70089,-1.61695,0.0098953,-1.57871,0.0781137
0.0256679,2.6669,0.0509953,-2.70089,-1.61695,0.0098953,-1.57871,0.0781137
0.0269259,2.6669,0.0509953,-2.70089,-1.61695,0.0098953,-1.57871,0.0781137
0.0274827,2.6669,0.0509953,-2.70089,-1.61695,0.0098953,-1.57871,0.0781137
0.0285774,2.6669,0.0509952,-2.70089,-1.61695,0.00989529,-1.57871,0.0781137
0.0297337,2.6669,0.0509952,-2.70089,-1.61695,0.00989529,-1.57871,0.0781137
0.0304087,2.6669,0.0509951,-2.70089,-1.61695,0.00989529,-1.57871,0.0781137
0.0315753,2.6669,0.0509951,-2.70089,-1.61695,0.00989529,-1.57871,0.0781137
0.0327398,2.6669,0.0509951,-2.70089,-1.61695,0.00989528,-1.57871,0.0781137
0.0335805,2.6669,0.050995,-2.70089,-1.61695,0.00989528,-1.57871,0.0781137
0.034553,2.6669,0.050995,-2.70089,-1.61695,0.00989528,-1.57871,0.0781137
0.0356982,2.6669,0.0509949,-2.70089,-1.61695,0.00989528,-1.57871,0.0781137
0.0368473,2.6669,0.0509949,-2.70089,-1.61695,0.00989527,-1.57871,0.0781137
0.0375097,2.6669,0.0509949,-2.70089,-1.61695,0.00989527,-1.57871,0.0781137
0.0386604,2.6669,0.0509948,-2.70089,-1.61695,0.00989527,-1.57871,0.0781137
0.0398667,2.6669,0.0509948,-2.70089,-1.61695,0.00989527,-1.57871,0.0781137
