Timestamp,X_Error,Y_Error
0.0101236,0.000576329,0.000337255
0.0150593,0.000575204,0.000332617
0.016066,0.000576355,0.000337245
0.017029,0.000575209,0.000332616
0.018084,0.000576357,0.000337245
0.0190406,0.00057524,0.000332606
0.0200597,0.000576356,0.000337245
0.0210649,0.000575223,0.000332614
0.022065,0.000576343,0.000337247
0.0230383,0.00057522,0.000332609
0.024036,0.000576335,0.000337254
0.0250503,0.000575256,0.000332603
0.0260399,0.000576328,0.00033725
0.0271133,0.000575245,0.000332605
0.0283259,0.00057634,0.000337254
0.0290519,0.000575225,0.000332609
0.0300527,0.000576334,0.000337249
0.0310519,0.000575216,0.000332616
0.0320689,0.00057637,0.000337243
0.0330845,0.000575209,0.000332611
0.0340642,0.000576328,0.000337256
0.035059,0.000575251,0.000332604
0.0360524,0.000576324,0.000337251
0.0370352,0.00057521,0.000332617
0.0381146,0.000576335,0.000337255
0.0390478,0.000575206,0.000332612
0.0400363,0.000576341,0.000337248
0.041098,0.00057523,0.000332613
0.0420407,0.000576354,0.000337246
0.0430447,0.000575201,0.000332613
0.0440636,0.000576322,0.000337257
0.0450461,0.000575247,0.000332605
0.0460897,0.00057632,0.000337252
0.0470438,0.000575206,0.000332617
0.048102,0.000576362,0.000337245
0.0490414,0.000575202,0.000332613
0.0500585,0.000576321,0.000337257
0.0510738,0.000575244,0.000332606
0.052052,0.000576317,0.000337252
0.0530354,0.000575203,0.000332618
0.054033,0.000576359,0.000337245
0.0550415,0.0005752,0.000332613
0.0561218,0.000576349,0.000337247
0.0570945,0.000575211,0.000332617
0.0582781,0.000576329,0.00033725
0.0592637,0.000575205,0.000332612
0.0601168,0.000576356,0.000337247
0.0610342,0.000576315,0.000337259
0.0620604,0.000576313,0.000337253
0.0630804,0.000575185,0.000332621
0.0640473,0.000576367,0.000337244
0.0655514,0.000575214,0.000332611
0.0662386,0.000576303,0.00033726
0.0670409,0.000575202,0.000332619
0.0680471,0.000576309,0.000337254
0.0690413,0.000575213,0.000332611
0.0700355,0.000576334,0.000337255
0.0710586,0.000575225,0.000332609
0.0720439,0.000576305,0.000337255
0.073054,0.000575194,0.00033262
0.0740451,0.000576351,0.000337247
0.0750451,0.000575191,0.000332615
0.0760535,0.00057631,0.000337259
0.0770407,0.000575233,0.000332608
0.0780445,0.000576306,0.000337255
0.0790411,0.000575193,0.00033262
0.0800374,0.000576348,0.000337248
0.0810244,0.000575189,0.000332616
0.0820396,0.000576307,0.00033726
0.0831349,0.0005752,0.000332619
0.0840622,0.000576272,0.000337266
0.0850791,0.000575175,0.000332623
0.0862474,0.000576317,0.000337259
0.087049,0.000576308,0.000337261
0.0880447,0.000576312,0.000337259
0.0891465,0.000575167,0.000332625
0.0901258,0.000576277,0.000337265
0.0911319,0.00057519,0.000332621
0.0920612,0.000576329,0.000337251
0.0930717,0.000575179,0.000332623
0.0941264,0.000576294,0.000337263
0.0953452,0.000575182,0.000332622
0.0960937,0.000576314,0.000337254
0.0977575,0.000575234,0.000332608
0.0984341,0.000576334,0.000337251
0.0991138,0.000576298,0.000337262
0.1007,0.00057516,0.000332626
0.101273,0.000576287,0.000337264
0.10202,0.000576307,0.000337261
0.103202,0.000576334,0.00033725
0.10443,0.000575178,0.000332623
0.105214,0.00057629,0.000337263
0.106288,0.000576263,0.000337274
0.107636,0.000575162,0.000332625
0.108753,0.000575157,0.000332627
0.109526,0.000576345,0.000337248
0.110108,0.000575204,0.000332613
0.11115,0.000575201,0.000332613
0.112141,0.000575197,0.000332615
0.113362,0.000576317,0.000337253
0.114189,0.000575201,0.000332614
0.115588,0.000576317,0.000337253
0.116365,0.0005752,0.000332614
0.117701,0.000576316,0.000337254
0.118824,0.000575199,0.000332614
0.119157,0.000576315,0.000337254
0.120164,0.000575168,0.000332625
0.121935,0.000576314,0.000337254
0.122659,0.000575198,0.000332615
0.123517,0.000576299,0.000337257
0.124469,0.000575209,0.000332613
0.125314,0.00057633,0.000337251
0.12654,0.000575153,0.000332628
0.127322,0.000576281,0.000337266
0.128085,0.000575194,0.000332615
0.129234,0.000576296,0.000337257
0.130122,0.000575206,0.000332613
0.131078,0.000576328,0.000337252
0.132273,0.000575182,0.000332617
0.133061,0.000575196,0.000332614
0.134086,0.000575192,0.000332616
0.135099,0.000575196,0.000332614
0.136322,0.000575192,0.000332616
0.137037,0.000576276,0.000337266
0.138098,0.000575191,0.000332616
0.139172,0.000576306,0.000337256
0.140081,0.000575175,0.000332619
0.141203,0.000576318,0.000337254
0.142085,0.000575207,0.000332613
0.143115,0.000576293,0.000337258
0.144112,0.000575184,0.000332617
0.145093,0.000576303,0.000337256
0.146181,0.000575187,0.000332617
0.147289,0.000576303,0.000337256
0.148081,0.000575187,0.000332617
0.149164,0.000576302,0.000337256
0.150185,0.000575186,0.000332617
0.15111,0.000576301,0.000337257
0.152181,0.000575185,0.000332617
0.153066,0.0005763,0.000337257
0.15421,0.000575184,0.000332618
0.15522,0.0005763,0.000337257
0.156298,0.000576303,0.000337257
0.15713,0.000576299,0.000337257
0.15811,0.000576303,0.000337257
0.159219,0.000576298,0.000337257
0.160171,0.000575181,0.000332618
0.161226,0.000575177,0.000332618
0.162123,0.000576292,0.000337259
0.163325,0.000576296,0.000337258
0.164297,0.00057518,0.000332618
0.165113,0.000576295,0.000337258
0.166051,0.000575179,0.000332619
0.16711,0.000576299,0.000337258
0.168049,0.00057629,0.00033726
0.169128,0.000576263,0.000337269
0.170052,0.000575177,0.000332619
0.171064,0.000576247,0.000337272
0.17222,0.000575162,0.000332626
0.173045,0.000575152,0.000332628
0.174059,0.000575176,0.000332619
0.175154,0.000576325,0.000337254
