Timestamp,x1,y1,z1,roll1,pitch1,yaw1
0.825817,-0.0514296,0.121619,0.68652,2.7072,85.3392,-99.6489
0.836874,-0.0514371,0.121571,0.686429,1.64928,85.4436,-100.694
0.846529,-0.0514275,0.121536,0.686323,0.117295,85.745,-102.214
1.04432,-0.0514368,0.121533,0.686363,0.208961,85.7831,-102.139
1.05795,-0.0514625,0.121539,0.686547,0.524158,85.5789,-101.796
1.07574,-0.0514523,0.121559,0.686711,-0.27532,85.4501,-102.604
1.0945,-0.0514534,0.121565,0.686831,0.725604,85.3381,-101.612
1.11015,-0.0514384,0.12153,0.686717,-0.981159,85.5292,-103.334
1.12602,-0.0514242,0.121486,0.686622,-2.62909,85.6103,-104.988
1.14185,-0.05144,0.12149,0.686856,0.426684,85.5599,-101.928
1.15553,-0.0514467,0.121438,0.686783,0.308814,85.607,-102.042
1.16677,-0.0514335,0.121346,0.686454,-2.00429,85.6617,-104.354
1.17565,-0.0514533,0.121359,0.686702,-2.5515,85.5469,-104.897
1.18471,-0.0514634,0.121362,0.686733,-3.33749,85.557,-105.687
1.19656,-0.0514603,0.121342,0.686636,-2.90895,85.5873,-105.259
1.20966,-0.0514624,0.121343,0.686633,-2.48582,85.6175,-104.832
1.22042,-0.0514684,0.121353,0.686631,-3.8333,85.4744,-106.211
1.23354,-0.0514863,0.121384,0.686711,-2.83989,85.3591,-105.218
1.26847,-0.0514922,0.121404,0.686611,0.477013,85.5041,-101.867
1.30889,-0.0515008,0.121466,0.686763,0.197204,85.4598,-102.16
1.34209,-0.0515061,0.121492,0.686583,0.0347124,85.556,-102.317
1.37238,-0.0515167,0.121527,0.68652,-0.770993,85.4769,-103.093
1.40873,-0.0515167,0.121546,0.686385,-0.906549,85.57,-103.23
1.43696,-0.0515489,0.121605,0.686493,-0.536644,85.3796,-102.887
1.46874,-0.0515224,0.121587,0.686232,0.941622,85.5991,-101.377
1.50389,-0.0515384,0.121587,0.686055,-3.69683,85.6946,-106.037
1.53677,-0.0515484,0.12162,0.686199,-0.787108,85.6719,-103.108
1.56969,-0.0515553,0.121618,0.686134,-2.5212,85.5694,-104.852
1.60338,-0.0515442,0.121584,0.685883,-4.10176,85.6213,-106.433
1.63599,-0.0515634,0.121648,0.68618,-1.8422,85.4463,-104.178
1.66818,-0.0515841,0.1217,0.686394,0.149768,85.3114,-102.22
1.70202,-0.0515702,0.12171,0.686355,0.203663,85.3904,-102.157
1.73472,-0.051567,0.121733,0.686425,0.59857,85.1399,-101.777
1.76716,-0.0515558,0.121743,0.686488,1.30987,85.1238,-101.055
1.79941,-0.0515317,0.121723,0.686408,1.81126,85.2087,-100.534
1.83208,-0.0515275,0.121671,0.686287,0.42809,85.3054,-101.914
1.86501,-0.05151,0.121616,0.686155,-1.47885,85.5742,-103.826
1.90104,-0.0515051,0.121584,0.686117,-1.87555,85.6296,-104.21
1.93392,-0.0515142,0.121601,0.686437,-1.10624,85.2663,-103.466
1.96485,-0.0514984,0.121554,0.686261,-2.73077,85.4531,-105.083
1.99841,-0.0514819,0.121549,0.686508,0.667327,85.3723,-101.666
2.03083,-0.0514649,0.121511,0.686485,1.14713,85.3028,-101.187
2.06374,-0.0514519,0.121468,0.686367,-0.702097,85.5408,-103.027
2.09743,-0.0514506,0.12145,0.686506,1.56909,85.3973,-100.78
2.13083,-0.0514575,0.12144,0.686633,2.3157,85.3733,-100.021
2.16385,-0.0514634,0.121413,0.686597,2.13644,85.405,-100.194
2.19578,-0.0514631,0.121411,0.686646,1.73419,85.4266,-100.597
2.22816,-0.0514644,0.121392,0.686603,1.39942,85.4964,-100.928
2.2609,-0.0514622,0.121377,0.686542,0.88644,85.6328,-101.416
2.29416,-0.0514606,0.121374,0.686521,0.824527,85.6527,-101.478
2.32663,-0.0514624,0.121378,0.686563,1.20471,85.6342,-101.098
2.35979,-0.0514615,0.121386,0.686602,1.43829,85.5616,-100.87
2.39298,-0.0514635,0.121389,0.686578,1.25317,85.4758,-101.079
2.42563,-0.0514558,0.121406,0.686547,1.65821,85.4271,-100.681
2.45921,-0.0514543,0.12142,0.686477,1.29969,85.3889,-101.045
2.49284,-0.0514809,0.121475,0.686575,0.740434,85.2818,-101.599
2.52518,-0.0514642,0.121495,0.686383,-1.599,85.3804,-103.959
2.55838,-0.0514597,0.121537,0.686437,1.2193,85.3694,-101.112
2.58516,-0.0514618,0.121561,0.686294,-1.0946,85.4994,-103.439
2.62481,-0.0514673,0.121606,0.686406,-0.122957,85.3875,-102.449
2.65629,-0.0514661,0.121607,0.686282,-1.44888,85.3358,-103.805
2.69013,-0.0514519,0.121588,0.686104,-2.5479,85.3801,-104.909
2.72335,-0.0514578,0.121631,0.686267,0.204031,85.2257,-102.149
2.7565,-0.051452,0.121634,0.686212,-0.946022,85.268,-103.294
2.78977,-0.0514391,0.121652,0.686107,-0.876187,85.4996,-103.222
2.82201,-0.0514243,0.121661,0.686008,-1.1529,85.5778,-103.501
2.85555,-0.0514183,0.121665,0.68599,-0.514166,85.5959,-102.856
2.88847,-0.0514184,0.121671,0.686017,0.0904283,85.5811,-102.25
2.9213,-0.0514231,0.121673,0.686047,0.133611,85.5562,-102.211
2.95407,-0.0514313,0.121652,0.686079,0.603238,85.5895,-101.725
2.98729,-0.0514392,0.121643,0.686124,0.887017,85.571,-101.443
3.02075,-0.0514441,0.12162,0.686146,1.58479,85.5977,-100.731
3.05373,-0.0514489,0.121601,0.686163,2.11546,85.5613,-100.206
3.08615,-0.051467,0.12159,0.686222,0.172291,85.5357,-102.147
3.1198,-0.0514873,0.121582,0.686459,0.429966,85.423,-101.893
3.15289,-0.0514861,0.121529,0.686349,-2.8345,85.5398,-105.168
3.18512,-0.0514786,0.121517,0.686463,0.403807,85.4948,-101.916
3.21889,-0.0514793,0.121484,0.686505,-0.10455,85.3241,-102.442
3.25282,-0.0514847,0.121496,0.686774,2.5538,85.2907,-99.7826
3.28595,-0.0514761,0.121456,0.686669,0.892145,85.3361,-101.455
3.31951,-0.0514616,0.121422,0.686611,0.294316,85.257,-102.062
3.35018,-0.0514637,0.121396,0.686585,-0.653756,85.131,-103.032
3.38215,-0.051467,0.121424,0.686831,1.87312,85.2047,-100.478
3.41594,-0.0514684,0.121409,0.68676,1.33735,85.3271,-101.011
3.44863,-0.0514521,0.121386,0.686595,-0.101203,85.5262,-102.44
3.48154,-0.0514544,0.121375,0.686585,-1.72491,85.5017,-104.071
3.51535,-0.0514519,0.121378,0.686611,-1.42522,85.4973,-103.769
3.54807,-0.0514532,0.121376,0.686589,-1.56542,85.5137,-103.91
3.5813,-0.0514491,0.121383,0.686519,-1.87205,85.4919,-104.22
3.61368,-0.0514469,0.12141,0.686483,-2.1113,85.5429,-104.47
3.64767,-0.0514592,0.121467,0.686628,0.517302,85.2919,-101.825
3.68267,-0.0514452,0.121466,0.686394,-0.728239,85.4505,-103.09
3.71317,-0.0514565,0.121507,0.686356,0.555434,85.5468,-101.767
3.74642,-0.0514491,0.121515,0.686204,-2.55447,85.8689,-104.891
3.77941,-0.0514586,0.121558,0.68634,0.000359375,85.6845,-102.347
3.81321,-0.0514794,0.121582,0.68646,-0.318919,85.1558,-102.664
3.84521,-0.0514633,0.121593,0.686281,-0.692199,85.2876,-103.023
3.87806,-0.0514546,0.121579,0.686011,-3.08852,85.6,-105.455
3.91541,-0.0514571,0.121625,0.686109,-2.07232,85.5548,-104.438
3.94666,-0.0514622,0.121674,0.686301,2.08559,85.4333,-100.239
3.97749,-0.0514644,0.121661,0.686262,1.52549,85.4036,-100.77
4.01151,-0.0514612,0.121688,0.686263,1.24147,85.5054,-101.076
4.04635,-0.0514626,0.121674,0.686213,1.12535,85.4768,-101.189
4.07842,-0.0514541,0.121676,0.68619,0.799233,85.5646,-101.52
4.10929,-0.0514484,0.121676,0.686236,1.64066,85.6609,-100.67
4.14261,-0.0514407,0.121659,0.686194,0.080826,85.5884,-102.243
4.17652,-0.05144,0.121643,0.686176,-0.134372,85.6643,-102.452
4.20977,-0.0514458,0.121634,0.68635,1.69285,85.5163,-100.62
4.24104,-0.051458,0.121621,0.686455,1.46982,85.2982,-100.848
4.27459,-0.0514623,0.121583,0.686454,0.781199,85.4124,-101.533
4.30794,-0.0514449,0.121529,0.686347,-1.43984,85.678,-103.765
4.34001,-0.0514628,0.12153,0.686571,1.0875,85.4217,-101.236
4.37352,-0.0514673,0.121511,0.686678,2.07407,85.3318,-100.239
4.40597,-0.0514581,0.121448,0.686516,-0.742523,85.2804,-103.09
4.4389,-0.0514565,0.121432,0.686597,0.285424,85.3213,-102.064
4.47183,-0.0514573,0.121428,0.68661,0.18916,85.5313,-102.172
4.50473,-0.051467,0.121412,0.686663,2.196,85.4555,-100.136
4.53798,-0.0514639,0.121419,0.686773,1.38736,85.3686,-100.931
4.57129,-0.0514605,0.121402,0.686697,0.447162,85.4113,-101.872
4.59803,-0.0514621,0.121389,0.686669,0.167579,85.373,-102.159
4.63426,-0.051484,0.121391,0.686716,1.27959,85.358,-101.073
4.66956,-0.0514852,0.121389,0.686714,1.73331,85.3299,-100.62
4.70263,-0.0514843,0.121393,0.68671,1.45503,85.3709,-100.892
4.73549,-0.0514755,0.121404,0.686652,1.44221,85.4568,-100.885
4.76972,-0.0514765,0.121426,0.686614,1.65856,85.4146,-100.685
4.8041,-0.0514735,0.12147,0.686731,2.3588,85.416,-99.9737
4.83502,-0.051475,0.12145,0.686451,-2.0564,85.3398,-104.426
4.86892,-0.0514803,0.121487,0.686435,-1.736,85.3073,-104.093
4.90317,-0.0514626,0.121494,0.686313,-2.37966,85.3728,-104.734
4.93378,-0.0514604,0.121544,0.686389,-1.19737,85.3576,-103.549
4.96746,-0.0514506,0.12159,0.686376,0.265843,85.5007,-102.077
