Timestamp,fx,fy,fz,mx,my,mz
0.719484,0.006626,0.167064,-3.73524,-0.351049,0.279093,0.004477
0.720113,0.015815,0.162201,-3.93276,-0.351228,0.279153,0.006453
0.721098,0.031465,0.161976,-4.11992,-0.35121,0.279073,0.008223
0.722095,0.026288,0.155689,-4.37922,-0.351243,0.279529,0.010461
0.723111,0.018706,0.142582,-4.42068,-0.351177,0.279678,0.010739
0.724099,0.017088,0.150518,-4.28617,-0.350808,0.279864,0.009456
0.725097,0.01518,0.151307,-4.08921,-0.350654,0.279751,0.007693
0.726094,0.006858,0.155816,-3.90239,-0.350637,0.279783,0.006032
0.727101,0.004553,0.165847,-3.65377,-0.350421,0.279478,0.003889
0.728119,-0.002761,0.171074,-3.62173,-0.35055,0.279239,0.003388
0.729114,0.012646,0.172063,-3.74621,-0.350688,0.278864,0.004574
0.730117,0.014506,0.162914,-3.94339,-0.350901,0.278973,0.006441
0.731101,0.015677,0.155209,-4.12957,-0.351105,0.278703,0.008001
0.732103,0.016914,0.1452,-4.37873,-0.351001,0.279016,0.010138
0.733099,0.017511,0.13629,-4.41915,-0.351222,0.279109,0.010209
0.734098,0.016526,0.144692,-4.27508,-0.351011,0.279194,0.009259
0.735107,0.007793,0.148932,-4.06831,-0.350836,0.279321,0.007611
0.736105,0.005731,0.157749,-3.88237,-0.350464,0.279311,0.006052
0.7371,-0.002794,0.162449,-3.63402,-0.35045,0.279334,0.004122
0.7381,-0.00233,0.171209,-3.6234,-0.350549,0.279237,0.00403
0.739107,0.006253,0.175649,-3.73808,-0.350667,0.279102,0.00533
0.740213,0.021902,0.175425,-3.92524,-0.350649,0.279022,0.007101
0.7411,0.023595,0.174569,-4.12137,-0.350804,0.279135,0.008542
0.742102,0.032314,0.160817,-4.35984,-0.350883,0.279296,0.010584
0.743101,0.024275,0.148334,-4.41056,-0.350812,0.279258,0.010535
0.744106,0.023462,0.14782,-4.27489,-0.350824,0.279433,0.00904
0.745115,0.014097,0.151593,-4.07768,-0.350492,0.279661,0.007059
0.746113,0.005775,0.156103,-3.89085,-0.350476,0.279692,0.005397
0.747105,-0.003594,0.170276,-3.64252,-0.350234,0.279439,0.003363
0.748105,0.010804,0.170548,-3.61223,-0.350225,0.279334,0.003389
0.749104,0.011617,0.171062,-3.7479,-0.350214,0.279159,0.004884
0.750108,0.028181,0.178845,-3.94554,-0.350299,0.279173,0.006863
0.751099,0.036959,0.173711,-4.12311,-0.35032,0.279329,0.008852
0.752102,0.031045,0.160507,-4.37162,-0.350403,0.279403,0.010887
0.753102,0.03169,0.159957,-4.41183,-0.350565,0.279499,0.010854
0.7541,0.023113,0.155646,-4.2668,-0.350448,0.279631,0.009579
0.755106,0.014576,0.160088,-4.07914,-0.350432,0.279663,0.007596
0.756117,0.005804,0.165351,-3.87122,-0.350412,0.279502,0.005633
0.757114,0.00384,0.158172,-3.63205,-0.350476,0.279284,0.003372
