Timestamp,x1,y1,z1,roll1,pitch1,yaw1
0.529769,0.014084,0.106131,0.693762,25.4749,85.8914,-76.7164
0.541422,0.0140621,0.106136,0.693826,23.847,85.9139,-78.3467
0.551882,0.0140541,0.106128,0.693782,24.1543,85.9935,-78.0268
0.587613,0.0140549,0.10611,0.693766,24.9039,85.9593,-77.292
0.619803,0.0140469,0.106089,0.693663,24.1845,86.0748,-78.008
0.656369,0.01405,0.106085,0.693815,21.5867,85.8913,-80.6337
0.688863,0.0140413,0.10608,0.693863,19.325,85.8567,-82.8974
0.721807,0.0140409,0.106055,0.693846,21.8172,85.8659,-80.395
0.754651,0.0140279,0.106021,0.69377,24.0789,85.9497,-78.1191
0.788824,0.0140176,0.106019,0.693865,23.3191,85.8885,-78.8873
0.821276,0.0140098,0.106001,0.693912,23.0979,85.8121,-79.0972
0.855008,0.0139924,0.105996,0.69384,19.8265,86.0444,-82.3863
0.888922,0.0139888,0.105988,0.693881,20.5541,85.8977,-81.6602
0.922168,0.0140019,0.105964,0.693833,24.8539,85.7887,-77.3519
0.952462,0.0139968,0.105951,0.693706,23.7785,85.9337,-78.4245
0.985667,0.0139896,0.105947,0.693735,22.3557,85.9328,-79.8515
1.01698,0.0140119,0.10597,0.693909,21.8452,85.7617,-80.3426
1.04937,0.0140302,0.105952,0.693763,21.6694,85.8252,-80.5045
1.08271,0.0140599,0.10596,0.693771,24.4376,85.8026,-77.7492
1.11545,0.0140854,0.105985,0.693797,22.0441,85.859,-80.1731
1.14822,0.0141089,0.105988,0.693675,20.7977,86.0683,-81.4365
1.18152,0.0141395,0.106011,0.693829,20.6905,85.8865,-81.508
1.21482,0.0141547,0.106005,0.69362,21.0453,86.028,-81.1633
1.24728,0.01418,0.106005,0.693674,22.1959,85.8732,-80.0296
1.28063,0.0142134,0.106007,0.693583,27.3279,85.9038,-74.8628
1.31349,0.0142096,0.106023,0.693684,21.2252,86.0371,-80.9891
1.34687,0.0142107,0.106016,0.693603,22.223,85.8525,-79.9967
1.3794,0.0142174,0.106023,0.693505,24.8677,85.9859,-77.3337
1.4131,0.0142099,0.106048,0.693641,19.3465,85.8283,-82.8896
1.44548,0.0142187,0.106062,0.693607,22.8058,85.7537,-79.4061
1.47813,0.0141932,0.106095,0.693613,21.9667,86.0993,-80.265
1.51197,0.0142072,0.106095,0.693522,26.4757,86.0338,-75.7339
1.5471,0.0142045,0.106078,0.693317,28.7439,86.0204,-73.4639
1.57819,0.0142041,0.106106,0.693349,25.5405,86.0862,-76.6796
1.61079,0.0141997,0.106147,0.693524,21.7026,86.0739,-80.5257
1.64878,0.0141943,0.106166,0.693551,17.3296,86.1728,-84.9038
1.67878,0.0141927,0.106175,0.693524,18.8806,86.0667,-83.3729
1.71187,0.0141827,0.106192,0.693638,15.4583,85.9364,-86.7824
1.74512,0.0141907,0.106179,0.693419,20.8092,86.0885,-81.4281
1.77877,0.0141779,0.106194,0.69353,18.7644,86.0442,-83.4677
1.81059,0.0141801,0.106195,0.693504,19.9964,86.0443,-82.2093
1.84428,0.0141684,0.106194,0.693558,17.0993,85.9613,-85.1447
1.879,0.0141778,0.106188,0.693438,21.8912,86.033,-80.3367
1.90998,0.014164,0.106168,0.693483,17.0743,86.0554,-85.1866
1.94385,0.01416,0.106159,0.693505,17.7148,85.9604,-84.5134
1.97506,0.014162,0.106164,0.693625,13.9595,86.0601,-88.2982
2.0089,0.0141786,0.106128,0.693457,22.0428,85.9419,-80.1756
2.04036,0.0141729,0.10611,0.693404,22.713,86.0553,-79.4873
2.07318,0.0141761,0.106105,0.693489,25.3027,85.9914,-76.8957
