Timestamp,x,y,z,R,P,Y
0.847822,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.852779,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.85778,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.862773,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.867781,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.872778,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.877771,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.88277,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.887768,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.892768,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.897775,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.9028,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.907784,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.912765,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.917792,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.9228,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.927793,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.932783,0.595578,-0.406834,0.488736,1.57132,0.000496,3.14129
0.937782,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.942791,0.595578,-0.406834,0.488736,1.57132,0.000496,3.14129
0.947779,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.952788,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.957781,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.962783,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.967778,0.595578,-0.406835,0.488736,1.57132,0.000496,3.14129
0.97278,0.595578,-0.406834,0.488736,1.57132,0.000496,3.14129
0.97778,0.595578,-0.406834,0.488736,1.57132,0.000496,3.14129
0.982783,0.595578,-0.406834,0.488736,1.57132,0.000496,3.14129
0.987782,0.595578,-0.406834,0.488736,1.57132,0.000496,3.14129
