Timestamp,X_Error,Y_Error
0.00854287,0.000789952,0.000531617
0.008578,0.000789797,0.000531048
0.0119308,0.000789709,0.000531046
0.0126012,0.000789737,0.000531036
0.0133395,0.000789707,0.000530745
0.014472,0.000790224,0.000532827
0.0152129,0.000790437,0.000533618
0.0163572,0.000790547,0.00053391
0.0172589,0.000790543,0.000534037
0.0186985,0.000790517,0.000534091
0.0192948,0.000790001,0.000531996
0.0202871,0.000790375,0.000533291
0.0212162,0.000789904,0.000531703
0.0221883,0.000789745,0.000531089
0.0232126,0.000789714,0.000530845
0.0244165,0.00078965,0.000530767
0.0253143,0.000790206,0.000532832
0.0262048,0.000789873,0.000531518
0.02714,0.000790271,0.000533124
0.0281,0.000789868,0.000531635
0.0290626,0.000790283,0.000533165
0.0302148,0.000789881,0.00053165
0.03114,0.000790283,0.000533171
0.0321746,0.000789909,0.000531643
0.0331246,0.000790118,0.000533166
0.0342356,0.000789658,0.000531642
0.0351419,0.00079003,0.000533164
0.0361827,0.000790162,0.000533747
0.0373711,0.000790213,0.000533969
0.0383707,0.000789721,0.000531939
0.0391466,0.00079008,0.000533269
0.0402051,0.000790174,0.00053379
0.0413378,0.000790224,0.000533983
0.0421174,0.000789697,0.000531951
0.0431202,0.000790021,0.000533287
0.0441527,0.000789652,0.000531678
0.0450955,0.00079004,0.000533172
0.0461172,0.000790179,0.000533745
0.0471511,0.000790213,0.00053397
0.0481543,0.000789697,0.000531945
0.0491306,0.000790049,0.000533275
0.0501594,0.000789594,0.000531693
0.0511462,0.000790031,0.000533172
0.0520866,0.000789603,0.000531647
0.0531174,0.000789983,0.00053317
0.0540959,0.00078962,0.000531637
0.0551543,0.000790001,0.000533161
0.056203,0.000789606,0.000531639
0.0572032,0.000790019,0.000533156
0.0581601,0.0007896,0.00053164
0.0591526,0.000789969,0.00053317
0.0601569,0.000789597,0.00053164
0.061114,0.000789992,0.000533162
0.0621354,0.000789599,0.00053164
0.0634644,0.00079001,0.000533157
0.0642825,0.00078959,0.000531641
0.0651645,0.000789959,0.000533172
0.0661074,0.000789586,0.000531642
