Timestamp,X_obj,Y_obj
0.00493921,-0.0569625,0.00952198,0
0.0055131,-0.0569643,0.00951518,0
0.00841389,-0.0569625,0.00952198,0
0.00944664,-0.0569643,0.00951518,0
0.0102421,-0.0569625,0.00952198,0
0.0110597,-0.0569643,0.00951518,0
0.0123358,-0.0569625,0.00952197,0
0.0134257,-0.0569642,0.00951517,0
0.0141744,-0.0569625,0.00952197,0
0.0151319,-0.0569643,0.00951517,0
0.0160368,-0.0569625,0.00952197,0
0.0172192,-0.0569642,0.00951516,0
0.018351,-0.0569624,0.00952197,0
0.020194,-0.0569643,0.00951517,0
0.020264,-0.0569624,0.00952197,0
0.0211096,-0.0569642,0.00951516,0
0.0229586,-0.0569642,0.00951517,0
0.0239136,-0.0569624,0.00952195,0
0.0249331,-0.0569641,0.00951514,0
0.0258747,-0.0569624,0.00952197,0
0.0268133,-0.0569642,0.00951517,0
0.0278289,-0.0569624,0.00952195,0
0.0287891,-0.0569642,0.00951515,0
0.0298237,-0.0569624,0.00952195,0
0.0307862,-0.0569642,0.00951515,0
0.0318119,-0.0569623,0.00952195,0
0.032789,-0.0569641,0.00951514,0
0.0337348,-0.0569624,0.00952195,0
0.0357633,-0.0569623,0.00952195,0
0.0368787,-0.0569641,0.00951514,0
0.0376691,-0.0569623,0.00952194,0
0.0396365,-0.0569641,0.00951513,0
0.039868,-0.0569623,0.00952194,0
0.0413086,-0.0569642,0.00951515,0
0.0417848,-0.0569623,0.00952194,0
0.0429581,-0.056964,0.00951512,0
0.0437677,-0.0569623,0.00952194,0
0.0454275,-0.0569641,0.00951514,0
0.0457455,-0.0569622,0.00952193,0
0.0466037,-0.0569641,0.00951514,0
0.0476479,-0.0569622,0.00952193,0
0.0486025,-0.056964,0.00951513,0
0.0496042,-0.0569622,0.00952192,0
0.0505849,-0.0569641,0.00951514,0
0.051641,-0.0569622,0.00952192,0
0.052525,-0.056964,0.00951512,0
0.053687,-0.0569622,0.00952193,0
0.0545918,-0.056964,0.00951512,0
0.0557637,-0.0569622,0.00952191,0
0.0565882,-0.056964,0.00951512,0
0.0575628,-0.0569622,0.00952192,0
0.0585743,-0.056964,0.00951512,0
0.0597289,-0.0569622,0.00952192,0
0.0605695,-0.0569639,0.00951511,0
0.062068,-0.0569621,0.00952191,0
0.0625821,-0.056964,0.00951512,0
0.0642305,-0.0569621,0.00952191,0
0.0646829,-0.0569639,0.00951511,0
0.065776,-0.0569621,0.00952191,0
0.0671152,-0.0569639,0.0095151,0
0.0681654,-0.0569621,0.0095219,0
0.0691111,-0.0569639,0.00951511,0
0.0703481,-0.0569621,0.0095219,0
0.0714262,-0.0569639,0.0095151,0
0.0727561,-0.0569621,0.0095219,0
0.0736589,-0.0569639,0.0095151,0
0.0745963,-0.0569621,0.0095219,0
0.0756448,-0.0569639,0.0095151,0
0.076571,-0.0569621,0.0095219,0
0.077264,-0.0569639,0.0095151,0
0.0786305,-0.056962,0.00952189,0
0.079382,-0.0569638,0.00951509,0
0.0802819,-0.0569621,0.0095219,0
0.0813622,-0.0569638,0.00951509,0
0.0825684,-0.056962,0.00952189,0
0.0834465,-0.0569638,0.00951509,0
0.0843817,-0.056962,0.00952189,0
0.085216,-0.0569638,0.00951508,0
0.0867776,-0.056962,0.00952189,0
0.0873089,-0.0569638,0.00951508,0
0.0885645,-0.056962,0.00952188,0
0.09057,-0.056962,0.00952188,0
0.0914567,-0.0569638,0.00951509,0
0.0924361,-0.0569619,0.00952187,0
0.0934754,-0.0569637,0.00951507,0
0.0948184,-0.0569619,0.00952187,0
0.0953908,-0.0569637,0.00951507,0
0.096975,-0.0569619,0.00952188,0
0.0982878,-0.0569637,0.00951507,0
0.100129,-0.0569619,0.00952188,0
0.101848,-0.0569637,0.00951507,0
0.102618,-0.0569618,0.00952185,0
0.104371,-0.0569637,0.00951506,0
0.106286,-0.056962,0.00952188,0
0.106883,-0.0569637,0.00951506,0
0.108908,-0.0569619,0.00952187,0
0.113007,-0.0569618,0.00952186,0
0.113851,-0.0569636,0.00951504,0
0.114731,-0.0569618,0.00952185,0
0.115735,-0.0569636,0.00951505,0
0.116644,-0.0569618,0.00952185,0
0.117914,-0.0569636,0.00951505,0
0.118838,-0.0569618,0.00952185,0
0.119933,-0.0569636,0.00951505,0
0.120446,-0.0569618,0.00952185,0
0.121544,-0.0569636,0.00951505,0
0.123716,-0.0569618,0.00952186,0
0.126936,-0.0569635,0.00951504,0
0.127091,-0.0569617,0.00952184,0
0.127624,-0.0569635,0.00951504,0
0.129242,-0.0569617,0.00952184,0
0.129908,-0.0569635,0.00951504,0
0.130922,-0.0569617,0.00952184,0
0.132261,-0.0569635,0.00951503,0
0.133846,-0.0569617,0.00952183,0
0.13664,-0.0569617,0.00952183,0
0.138479,-0.0569635,0.00951502,0
0.139332,-0.0569617,0.00952183,0
0.142754,-0.0569635,0.00951503,0
0.145095,-0.0569617,0.00952182,0
0.145606,-0.0569634,0.009515,0
0.145966,-0.0569618,0.00952185,0
0.147343,-0.0569634,0.00951502,0
0.147856,-0.0569616,0.00952182,0
0.148799,-0.0569634,0.00951502,0
0.149984,-0.0569616,0.00952182,0
0.150881,-0.0569634,0.00951501,0
0.151589,-0.0569616,0.00952182,0
0.152717,-0.0569634,0.00951502,0
0.153713,-0.0569616,0.00952182,0
0.154622,-0.0569634,0.00951501,0
0.155749,-0.0569615,0.0095218,0
0.157394,-0.0569634,0.00951501,0
0.158531,-0.0569616,0.00952181,0
0.159007,-0.0569634,0.00951502,0
0.159847,-0.0569616,0.00952181,0
0.160739,-0.0569634,0.009515,0
0.162162,-0.0569615,0.0095218,0
0.162622,-0.0569633,0.009515,0
0.163824,-0.0569615,0.00952179,0
0.164943,-0.0569632,0.00951497,0
0.165618,-0.0569615,0.0095218,0
0.166653,-0.0569634,0.00951502,0
0.167735,-0.0569615,0.0095218,0
0.168792,-0.0569633,0.009515,0
0.170476,-0.0569615,0.00952179,0
0.17068,-0.0569633,0.00951499,0
0.171504,-0.0569614,0.00952178,0
0.172463,-0.0569633,0.00951499,0
0.173498,-0.0569614,0.00952178,0
0.174475,-0.0569633,0.00951499,0
0.175474,-0.0569615,0.00952179,0
0.176439,-0.0569633,0.00951499,0
0.177294,-0.0569614,0.00952178,0
0.179727,-0.0569615,0.00952179,0
0.180359,-0.0569632,0.00951497,0
0.181314,-0.0569614,0.00952177,0
0.18255,-0.0569632,0.00951498,0
0.183334,-0.0569614,0.00952178,0
0.184836,-0.0569632,0.00951498,0
0.185428,-0.0569614,0.00952177,0
0.186098,-0.0569632,0.00951497,0
0.187765,-0.0569614,0.00952177,0
0.188286,-0.0569632,0.00951498,0
0.18898,-0.0569613,0.00952176,0
0.189987,-0.0569631,0.00951496,0
0.191125,-0.0569614,0.00952177,0
0.19196,-0.0569632,0.00951497,0
0.193737,-0.0569613,0.00952176,0
0.193887,-0.0569631,0.00951496,0
0.195039,-0.0569613,0.00952176,0
0.195834,-0.0569631,0.00951496,0
0.196748,-0.0569613,0.00952175,0
0.198339,-0.0569631,0.00951496,0
0.198749,-0.0569613,0.00952176,0
0.200492,-0.056963,0.00951494,0
0.200961,-0.0569613,0.00952176,0
0.202154,-0.0569631,0.00951495,0
0.203019,-0.0569612,0.00952175,0
0.205016,-0.0569631,0.00951496,0
0.205382,-0.0569613,0.00952175,0
0.206148,-0.056963,0.00951494,0
0.207604,-0.0569612,0.00952174,0
0.208393,-0.056963,0.00951495,0
0.209416,-0.0569612,0.00952174,0
0.210272,-0.056963,0.00951494,0
0.212368,-0.0569612,0.00952174,0
0.214356,-0.0569612,0.00952174,0
0.214945,-0.056963,0.00951494,0
0.215992,-0.0569612,0.00952174,0
0.217791,-0.0569612,0.00952173,0
0.218616,-0.0569629,0.00951493,0
0.219755,-0.0569611,0.00952172,0
0.220568,-0.0569629,0.00951493,0
0.221581,-0.0569612,0.00952174,0
0.222968,-0.0569629,0.00951493,0
0.223541,-0.0569611,0.00952173,0
0.225933,-0.056963,0.00951494,0
0.22618,-0.0569611,0.00952172,0
0.227074,-0.0569629,0.00951492,0
0.227792,-0.0569611,0.00952172,0
0.229921,-0.0569629,0.00951492,0
0.232102,-0.0569611,0.00952171,0
0.235657,-0.056963,0.00951494,0
0.236636,-0.0569611,0.00952171,0
0.237622,-0.0569629,0.00951492,0
0.238676,-0.056961,0.00952171,0
0.239619,-0.0569628,0.00951491,0
0.24094,-0.056961,0.0095217,0
0.242429,-0.0569628,0.00951491,0
0.242934,-0.0569611,0.00952172,0
0.24419,-0.0569628,0.0095149,0
0.245353,-0.056961,0.00952171,0
0.245915,-0.0569628,0.00951491,0
0.246831,-0.056961,0.00952171,0
0.248011,-0.0569628,0.00951491,0
0.24893,-0.056961,0.00952169,0
0.249929,-0.0569628,0.00951491,0
0.250888,-0.056961,0.0095217,0
0.251898,-0.0569628,0.0095149,0
0.252816,-0.056961,0.0095217,0
0.253833,-0.0569627,0.00951489,0
0.254558,-0.056961,0.00952171,0
0.257094,-0.0569609,0.00952169,0
0.258368,-0.0569627,0.00951489,0
0.259356,-0.0569609,0.00952169,0
0.260057,-0.0569627,0.00951489,0
0.260926,-0.0569609,0.00952168,0
0.261989,-0.0569627,0.00951489,0
0.263175,-0.056961,0.0095217,0
0.26442,-0.0569626,0.00951487,0
0.265947,-0.0569609,0.00952168,0
0.266657,-0.0569627,0.00951488,0
0.26782,-0.0569609,0.00952168,0
0.267965,-0.0569626,0.00951486,0
0.269012,-0.0569609,0.0095217,0
0.269948,-0.0569627,0.0095149,0
0.270934,-0.0569608,0.00952167,0
0.271837,-0.0569626,0.00951487,0
0.272874,-0.0569609,0.00952168,0
0.273754,-0.0569626,0.00951487,0
0.275199,-0.0569608,0.00952167,0
0.276194,-0.0569626,0.00951487,0
0.277206,-0.0569608,0.00952167,0
0.278486,-0.0569626,0.00951487,0
0.279779,-0.0569608,0.00952167,0
0.281522,-0.0569626,0.00951487,0
0.282346,-0.0569608,0.00952166,0
0.283559,-0.0569626,0.00951487,0
0.284653,-0.0569607,0.00952166,0
0.286427,-0.0569626,0.00951486,0
0.287415,-0.0569608,0.00952166,0
0.288523,-0.0569626,0.00951487,0
0.289298,-0.0569608,0.00952166,0
0.290949,-0.0569625,0.00951486,0
0.291503,-0.0569607,0.00952165,0
0.292555,-0.0569625,0.00951485,0
0.294478,-0.0569607,0.00952166,0
0.294805,-0.0569625,0.00951485,0
0.29564,-0.0569607,0.00952165,0
0.296573,-0.0569625,0.00951485,0
0.297293,-0.0569607,0.00952165,0
0.298633,-0.0569625,0.00951484,0
0.299578,-0.0569606,0.00952164,0
0.301359,-0.0569625,0.00951485,0
0.301597,-0.0569607,0.00952165,0
0.302424,-0.0569624,0.00951484,0
0.303799,-0.0569606,0.00952163,0
0.304666,-0.0569625,0.00951484,0
0.305502,-0.0569606,0.00952164,0
0.307544,-0.0569625,0.00951484,0
0.307801,-0.0569606,0.00952163,0
0.308507,-0.0569624,0.00951484,0
0.310197,-0.0569606,0.00952163,0
0.310559,-0.0569624,0.00951483,0
0.311488,-0.0569606,0.00952164,0
0.312484,-0.0569624,0.00951482,0
0.313418,-0.0569606,0.00952163,0
0.314512,-0.0569624,0.00951483,0
0.315465,-0.0569606,0.00952163,0
0.317022,-0.0569624,0.00951483,0
0.317712,-0.0569606,0.00952163,0
0.318535,-0.0569623,0.00951481,0
0.319648,-0.0569606,0.00952162,0
0.320468,-0.0569624,0.00951482,0
0.321497,-0.0569605,0.00952162,0
0.322515,-0.0569623,0.00951482,0
0.323435,-0.0569605,0.00952162,0
0.324569,-0.0569623,0.00951482,0
0.325509,-0.0569605,0.00952161,0
0.326518,-0.0569623,0.00951481,0
0.327478,-0.0569605,0.00952161,0
0.32841,-0.0569623,0.00951481,0
0.329521,-0.0569605,0.00952161,0
0.330471,-0.0569623,0.00951481,0
0.331329,-0.0569605,0.00952161,0
0.332237,-0.0569623,0.00951481,0
0.33341,-0.0569605,0.0095216,0
0.334685,-0.0569623,0.0095148,0
0.335686,-0.0569604,0.0095216,0
0.336425,-0.0569622,0.0095148,0
0.33771,-0.0569604,0.0095216,0
0.33825,-0.0569622,0.0095148,0
0.339167,-0.0569604,0.0095216,0
0.340695,-0.0569622,0.0095148,0
0.341304,-0.0569604,0.00952159,0
0.34227,-0.0569622,0.0095148,0
0.343285,-0.0569604,0.00952159,0
0.344254,-0.0569622,0.00951478,0
0.34517,-0.0569604,0.00952159,0
0.346196,-0.0569622,0.00951479,0
0.347204,-0.0569604,0.00952159,0
0.348264,-0.0569622,0.00951479,0
0.349339,-0.0569604,0.00952158,0
0.349884,-0.0569622,0.00951478,0
0.351651,-0.0569603,0.00952158,0
0.35258,-0.0569621,0.00951478,0
0.35377,-0.0569603,0.00952158,0
0.354729,-0.0569621,0.00951477,0
0.355695,-0.0569603,0.00952158,0
0.356856,-0.0569621,0.00951478,0
0.357626,-0.0569603,0.00952157,0
0.358658,-0.0569621,0.00951478,0
0.359663,-0.0569603,0.00952158,0
0.360785,-0.0569621,0.00951477,0
0.361767,-0.0569602,0.00952156,0
0.362596,-0.0569621,0.00951477,0
0.363491,-0.0569603,0.00952157,0
0.364496,-0.0569621,0.00951477,0
0.365532,-0.0569602,0.00952156,0
0.36646,-0.056962,0.00951476,0
0.367559,-0.0569602,0.00952156,0
0.368481,-0.056962,0.00951476,0
0.369574,-0.0569602,0.00952156,0
0.370493,-0.056962,0.00951476,0
0.371877,-0.0569602,0.00952156,0
0.372653,-0.056962,0.00951476,0
0.373589,-0.0569602,0.00952156,0
0.374426,-0.056962,0.00951476,0
0.37565,-0.0569601,0.00952155,0
0.3765,-0.0569619,0.00951474,0
0.377388,-0.0569602,0.00952156,0
0.378407,-0.056962,0.00951475,0
0.379506,-0.0569602,0.00952155,0
0.380526,-0.056962,0.00951475,0
0.381407,-0.0569601,0.00952155,0
0.383143,-0.0569619,0.00951475,0
0.383684,-0.0569601,0.00952154,0
