Timestamp,q1,q2,q3,q4,q5,q6,q7
0.0116159,2.74703,0.0272375,-2.77733,-1.611,0.000469813,-1.56703,0.0893258
0.0125574,2.74703,0.0272375,-2.77733,-1.611,0.000469811,-1.56703,0.0893258
0.0134165,2.74703,0.0272375,-2.77733,-1.611,0.000469809,-1.56703,0.0893258
0.0143234,2.74703,0.0272374,-2.77733,-1.611,0.000469807,-1.56703,0.0893258
0.015442,2.74703,0.0272374,-2.77733,-1.611,0.000469805,-1.56703,0.0893258
0.0162852,2.74703,0.0272373,-2.77733,-1.611,0.000469803,-1.56703,0.0893258
0.0176274,2.74703,0.0272373,-2.77733,-1.611,0.000469801,-1.56703,0.0893258
0.0180027,2.74703,0.0272372,-2.77733,-1.611,0.000469798,-1.56703,0.0893258
0.0192451,2.74703,0.0272372,-2.77733,-1.611,0.000469796,-1.56703,0.0893258
0.0210552,2.74703,0.0272371,-2.77733,-1.611,0.000469792,-1.56703,0.0893258
0.0222071,2.74703,0.0272371,-2.77733,-1.611,0.00046979,-1.56703,0.0893258
0.0229392,2.74703,0.027237,-2.77733,-1.611,0.000469788,-1.56703,0.0893258
0.0241476,2.74703,0.027237,-2.77733,-1.611,0.000469785,-1.56703,0.0893258
0.0255757,2.74703,0.0272369,-2.77733,-1.611,0.000469783,-1.56703,0.0893258
0.0263529,2.74703,0.0272369,-2.77733,-1.611,0.000469781,-1.56703,0.0893258
0.02694,2.74703,0.0272369,-2.77733,-1.611,0.000469779,-1.56703,0.0893258
0.02831,2.74703,0.0272368,-2.77733,-1.611,0.000469777,-1.56703,0.0893258
0.0290948,2.74703,0.0272368,-2.77733,-1.611,0.000469775,-1.56703,0.0893258
0.0302447,2.74703,0.0272367,-2.77733,-1.611,0.000469773,-1.56703,0.0893258
0.0309087,2.74703,0.0272367,-2.77733,-1.611,0.00046977,-1.56703,0.0893258
0.0320928,2.74703,0.0272367,-2.77733,-1.611,0.000469768,-1.56703,0.0893258
0.0341178,2.74703,0.0272366,-2.77733,-1.611,0.000469764,-1.56703,0.0893258
