Timestamp,fx,fy,fz,mx,my,mz
1.31428,-0.320415,-0.502361,-4.33226,0.163609,0.450599,-0.002355
1.31438,-0.311038,-0.50715,-4.57923,0.163272,0.450568,-0.00074
1.31535,-0.317921,-0.512317,-4.63033,0.163235,0.450813,-0.000573
1.31634,-0.326263,-0.517448,-4.50556,0.163347,0.451136,-0.001868
1.31734,-0.32102,-0.513465,-4.30924,0.163689,0.451263,-0.003528
1.31834,-0.323934,-0.504558,-4.12468,0.164383,0.45126,-0.004771
1.31935,-0.31933,-0.499897,-3.85781,0.164886,0.451286,-0.006373
1.32034,-0.326824,-0.495137,-3.81873,0.165074,0.451241,-0.00591
1.32134,-0.319334,-0.489916,-3.94489,0.165283,0.450925,-0.0043
1.32234,-0.317949,-0.497554,-4.1319,0.16508,0.450654,-0.00242
1.32334,-0.316127,-0.505679,-4.32794,0.164714,0.450476,-0.000867
1.32434,-0.314318,-0.514063,-4.58467,0.164348,0.450307,0.000633
1.32535,-0.313472,-0.51428,-4.61363,0.164027,0.450303,0.000292
1.32635,-0.321195,-0.509426,-4.49621,0.163728,0.450148,-0.001744
1.32735,-0.328874,-0.504944,-4.27682,0.163422,0.450168,-0.004016
1.32835,-0.336807,-0.509283,-4.09923,0.163216,0.450289,-0.005902
1.32935,-0.339288,-0.500343,-3.85092,0.163586,0.450272,-0.00805
1.33034,-0.33967,-0.491365,-3.81134,0.163807,0.450178,-0.007801
1.33134,-0.332189,-0.495529,-3.93885,0.164111,0.450146,-0.005771
1.33234,-0.331334,-0.496559,-4.14844,0.164437,0.450365,-0.003385
1.33335,-0.33056,-0.504799,-4.32674,0.164551,0.45029,-0.001182
1.33434,-0.321779,-0.510455,-4.57708,0.16469,0.450553,0.001384
1.33534,-0.321832,-0.518944,-4.60764,0.164632,0.450554,0.001463
1.33634,-0.32954,-0.514354,-4.5023,0.164493,0.450497,5.6e-05
1.33734,-0.33041,-0.513059,-4.28064,0.164007,0.450179,-0.00296
1.33834,-0.338713,-0.509436,-4.11323,0.164019,0.450403,-0.004962
1.33934,-0.347662,-0.495487,-3.86184,0.163937,0.450144,-0.007954
1.34034,-0.340558,-0.490876,-3.81892,0.16381,0.449993,-0.00877
1.34135,-0.332199,-0.495887,-3.93412,0.163786,0.450142,-0.007371
1.34233,-0.323164,-0.492722,-4.14266,0.163825,0.450304,-0.005191
1.34334,-0.32235,-0.501985,-4.32211,0.164092,0.450516,-0.002674
1.34434,-0.320642,-0.512882,-4.57409,0.164351,0.451115,0.000419
1.34535,-0.320619,-0.51354,-4.62858,0.164671,0.451316,0.001652
1.34635,-0.329181,-0.518116,-4.49564,0.164948,0.451546,0.001007
1.34733,-0.322869,-0.514154,-4.29877,0.164969,0.451664,-0.000648
1.34834,-0.338248,-0.496117,-4.11088,0.164916,0.451463,-0.002621
1.34935,-0.339528,-0.495093,-3.86927,0.164588,0.451241,-0.005624
1.35035,-0.331396,-0.48948,-3.82466,0.163987,0.450795,-0.006749
1.35133,-0.329961,-0.488858,-3.94604,0.163516,0.450515,-0.006521
1.35234,-0.321003,-0.493525,-4.13064,0.163177,0.450477,-0.005495
1.35334,-0.327577,-0.505914,-4.32688,0.163097,0.450356,-0.004057
1.35434,-0.319012,-0.511637,-4.57637,0.163236,0.45062,-0.001811
1.35534,-0.326709,-0.517739,-4.63,0.163673,0.451159,-0.001014
1.35634,-0.328795,-0.517939,-4.49877,0.164306,0.451347,-0.001236
1.35734,-0.330836,-0.509258,-4.29456,0.164838,0.451432,-0.002139
1.35834,-0.325925,-0.511297,-4.10006,0.165138,0.450986,-0.003046
1.35934,-0.327751,-0.492771,-3.85291,0.165415,0.450683,-0.004651
1.36035,-0.327368,-0.49122,-3.81102,0.165102,0.450291,-0.004927
1.36135,-0.324675,-0.489793,-3.94362,0.164318,0.449814,-0.004057
1.36234,-0.322217,-0.498076,-4.13744,0.163628,0.449629,-0.003141
1.36334,-0.320169,-0.506629,-4.3113,0.163097,0.44954,-0.002212
1.36435,-0.324989,-0.511358,-4.57733,0.162592,0.449515,-0.000932
1.36534,-0.332064,-0.517351,-4.61666,0.162548,0.449949,-0.0014
1.36634,-0.333005,-0.510595,-4.48108,0.162747,0.450415,-0.003006
1.36733,-0.336205,-0.519237,-4.28518,0.163317,0.450595,-0.004676
1.36834,-0.330483,-0.506758,-4.09032,0.163719,0.450723,-0.005799
1.36934,-0.333385,-0.497594,-3.84507,0.164412,0.450713,-0.00699
1.37034,-0.334666,-0.496888,-3.80709,0.164896,0.450623,-0.00632
1.37134,-0.333006,-0.495839,-3.93404,0.164752,0.450347,-0.004171
1.37234,-0.323842,-0.499944,-4.14249,0.164579,0.450218,-0.001881
1.37334,-0.321973,-0.499709,-4.33831,0.164271,0.450043,-0.000433
1.37434,-0.319507,-0.508385,-4.57454,0.163742,0.449962,0.001086
1.37534,-0.325801,-0.522069,-4.62364,0.163323,0.450196,0.000721
1.37634,-0.333001,-0.510365,-4.51616,0.163073,0.450423,-0.001432
1.37734,-0.334488,-0.509801,-4.31614,0.162904,0.450305,-0.004153
1.37834,-0.328809,-0.506306,-4.12884,0.163082,0.450524,-0.006141
1.37934,-0.338355,-0.493224,-3.88081,0.163477,0.450559,-0.008182
1.38034,-0.332259,-0.48975,-3.82131,0.163984,0.450798,-0.008033
1.38135,-0.332541,-0.49771,-3.93946,0.164417,0.450722,-0.005784
1.38234,-0.331705,-0.497853,-4.12963,0.164748,0.450748,-0.003056
1.38334,-0.322736,-0.502161,-4.31897,0.164734,0.450715,-0.000432
1.38433,-0.314243,-0.515486,-4.57962,0.16482,0.450787,0.002233
1.38534,-0.321167,-0.51963,-4.62957,0.164629,0.450744,0.002085
1.38633,-0.3293,-0.515045,-4.4922,0.164488,0.450684,6.3e-05
1.38735,-0.336765,-0.511248,-4.31134,0.164018,0.450802,-0.002885
1.38834,-0.344465,-0.50663,-4.11022,0.163552,0.450728,-0.005812
1.38934,-0.345697,-0.497245,-3.8684,0.163283,0.45051,-0.00892
1.39034,-0.345706,-0.496852,-3.82598,0.163122,0.450407,-0.009523
1.39134,-0.337976,-0.492323,-3.94204,0.163326,0.450279,-0.007906
1.39234,-0.336488,-0.492887,-4.14206,0.163495,0.450397,-0.005186
1.39334,-0.321092,-0.501181,-4.33333,0.163778,0.450319,-0.002033
1.39435,-0.319643,-0.510499,-4.57599,0.164048,0.450537,0.001395
1.39534,-0.320923,-0.510314,-4.61078,0.164694,0.450554,0.002642
1.39634,-0.32266,-0.518341,-4.48764,0.164951,0.450545,0.001882
1.39734,-0.330781,-0.513499,-4.28958,0.164809,0.450477,-8.8e-05
1.39834,-0.339286,-0.500431,-4.08963,0.164724,0.450413,-0.002804
1.39933,-0.333669,-0.495256,-3.84668,0.164429,0.450143,-0.006341
1.40033,-0.341242,-0.49908,-3.82135,0.164074,0.449996,-0.008029
1.40134,-0.333105,-0.49451,-3.92228,0.163795,0.449763,-0.007999
1.40234,-0.331634,-0.495562,-4.14791,0.16364,0.449881,-0.006905
1.40334,-0.322468,-0.509546,-4.33471,0.163396,0.450127,-0.005139
1.40435,-0.320777,-0.5103,-4.59626,0.163567,0.450253,-0.00215
1.40535,-0.328036,-0.516138,-4.62122,0.164005,0.450786,-0.000685
1.40634,-0.321559,-0.520368,-4.49084,0.164294,0.450913,-0.000367
1.40734,-0.323384,-0.511619,-4.28747,0.164826,0.450997,-0.00095
