Timestamp,X_obj,Y_obj
0.0103415,-0.0573843,0.00906157,0
0.0105222,-0.0573826,0.00906834,0
0.0120102,-0.0573843,0.00906156,0
0.0125981,-0.0573826,0.00906834,0
0.0136802,-0.0573843,0.00906156,0
0.0145956,-0.0573826,0.00906832,0
0.0155356,-0.0573843,0.00906156,0
0.0165712,-0.0573826,0.00906833,0
0.0188171,-0.0573843,0.00906156,0
0.0191037,-0.0573826,0.00906833,0
0.0201776,-0.0573842,0.00906155,0
0.0207409,-0.0573826,0.00906832,0
0.0217646,-0.0573843,0.00906156,0
0.0227402,-0.0573826,0.00906833,0
0.0237622,-0.0573842,0.00906156,0
0.0249925,-0.0573825,0.00906832,0
0.025749,-0.0573841,0.00906154,0
0.026729,-0.0573826,0.00906833,0
0.027947,-0.0573841,0.00906154,0
0.0289935,-0.0573825,0.00906833,0
0.029999,-0.0573841,0.00906154,0
0.0309059,-0.0573825,0.00906831,0
0.0319135,-0.0573842,0.00906154,0
0.0334996,-0.0573825,0.00906831,0
0.0339233,-0.0573842,0.00906155,0
0.0349418,-0.0573825,0.00906831,0
0.0359374,-0.0573841,0.00906154,0
0.0375251,-0.0573825,0.00906831,0
0.0379212,-0.0573842,0.00906154,0
0.0389509,-0.0573824,0.0090683,0
0.0410293,-0.0573841,0.00906153,0
0.0413903,-0.0573825,0.00906831,0
0.0420913,-0.0573841,0.00906153,0
0.0437503,-0.0573824,0.00906831,0
0.0442222,-0.0573841,0.00906153,0
0.0450966,-0.0573824,0.00906829,0
0.0461056,-0.0573841,0.00906153,0
0.0473856,-0.0573824,0.00906831,0
0.0482264,-0.057384,0.00906152,0
0.0492113,-0.0573824,0.00906829,0
0.0501793,-0.0573841,0.00906154,0
0.051804,-0.0573824,0.0090683,0
0.0521689,-0.057384,0.00906151,0
0.0531895,-0.0573824,0.0090683,0
0.0541702,-0.057384,0.00906152,0
0.0551739,-0.0573823,0.00906829,0
0.0562492,-0.057384,0.00906152,0
0.0571556,-0.0573823,0.00906828,0
0.0581457,-0.057384,0.00906152,0
0.0590817,-0.0573824,0.0090683,0
0.0601306,-0.057384,0.00906152,0
0.0611636,-0.0573823,0.00906827,0
0.0621526,-0.057384,0.00906152,0
0.0631037,-0.0573823,0.00906829,0
0.0641265,-0.0573839,0.0090615,0
0.0651324,-0.0573823,0.00906828,0
0.0660984,-0.057384,0.00906151,0
0.0675022,-0.0573823,0.00906828,0
0.0683064,-0.057384,0.00906151,0
0.0691295,-0.0573822,0.00906827,0
0.0701455,-0.0573839,0.0090615,0
0.0711624,-0.0573822,0.00906827,0
0.0721234,-0.0573839,0.0090615,0
0.0731044,-0.0573823,0.00906828,0
0.0741103,-0.0573839,0.00906151,0
0.0751675,-0.0573822,0.00906826,0
0.0762074,-0.0573839,0.0090615,0
0.0771333,-0.0573822,0.00906827,0
0.0782281,-0.0573839,0.0090615,0
0.0794096,-0.0573822,0.00906826,0
0.0811119,-0.0573839,0.00906151,0
0.0812872,-0.0573822,0.00906827,0
0.08216,-0.0573838,0.00906148,0
0.0832092,-0.0573822,0.00906827,0
0.0842213,-0.0573839,0.0090615,0
0.0851792,-0.0573821,0.00906825,0
0.0871441,-0.0573838,0.00906149,0
0.0873091,-0.0573822,0.00906826,0
