Timestamp,X_hat,Y_hat
0.00707978,-0.0563532,0.00921984,0
0.00795436,-0.0563521,0.00922452,0
0.00884658,-0.0563532,0.00921984,0
0.00991726,-0.056352,0.00922451,0
0.0108324,-0.056352,0.00922451,0
0.0120548,-0.056352,0.00922451,0
0.0131518,-0.0563532,0.00921984,0
0.014227,-0.0563532,0.00921983,0
0.0148398,-0.056352,0.00922451,0
0.015898,-0.0563532,0.00921984,0
0.0172714,-0.056352,0.00922451,0
0.0178277,-0.056352,0.00922451,0
0.0192269,-0.056352,0.00922451,0
0.0202191,-0.056352,0.00922451,0
0.0209546,-0.0563531,0.00921983,0
0.0219238,-0.056352,0.00922451,0
0.0229121,-0.0563532,0.00921984,0
0.0239192,-0.056352,0.00922451,0
0.0250324,-0.0563531,0.00921983,0
0.025859,-0.056352,0.0092245,0
0.026857,-0.0563531,0.00921982,0
0.0279776,-0.056352,0.00922451,0
0.0288345,-0.0563531,0.00921982,0
0.0300647,-0.056352,0.00922451,0
0.0308069,-0.0563531,0.00921982,0
0.0318075,-0.0563519,0.0092245,0
0.0328415,-0.0563531,0.00921982,0
0.0339534,-0.0563519,0.0092245,0
0.0348168,-0.0563531,0.00921982,0
0.0358255,-0.0563519,0.0092245,0
0.0368641,-0.0563531,0.00921982,0
0.0378863,-0.0563519,0.0092245,0
0.0388128,-0.0563531,0.00921982,0
0.0398126,-0.0563519,0.00922449,0
0.0408384,-0.0563519,0.00922449,0
0.04182,-0.0563519,0.0092245,0
0.0428515,-0.056353,0.00921981,0
0.0439967,-0.056353,0.00921981,0
0.0448491,-0.056353,0.00921981,0
0.0458209,-0.0563518,0.00922448,0
0.0468825,-0.056353,0.00921981,0
0.0480987,-0.0563519,0.00922449,0
0.0488232,-0.056353,0.0092198,0
0.0498281,-0.0563519,0.00922449,0
0.0510128,-0.056353,0.00921982,0
0.0518816,-0.056353,0.00921982,0
0.0528054,-0.056353,0.0092198,0
0.0538327,-0.0563519,0.00922449,0
0.05484,-0.056353,0.00921981,0
0.0558211,-0.0563518,0.00922448,0
0.0568233,-0.056353,0.0092198,0
0.0578176,-0.0563518,0.00922448,0
0.0588877,-0.056353,0.0092198,0
0.0598996,-0.0563519,0.00922449,0
0.0608431,-0.056353,0.0092198,0
0.0618572,-0.0563518,0.00922447,0
0.062895,-0.056353,0.0092198,0
0.0638147,-0.0563518,0.00922448,0
0.0648396,-0.0563529,0.00921979,0
0.0658149,-0.0563518,0.00922448,0
0.0668126,-0.0563529,0.0092198,0
0.0678147,-0.0563518,0.00922448,0
0.0688202,-0.056353,0.0092198,0
0.069842,-0.0563518,0.00922447,0
0.0708084,-0.0563529,0.00921979,0
0.0718417,-0.0563518,0.00922447,0
0.072818,-0.0563529,0.00921979,0
0.0738799,-0.0563518,0.00922447,0
0.0748411,-0.0563529,0.0092198,0
0.0758462,-0.0563517,0.00922446,0
0.0768401,-0.0563529,0.00921979,0
0.077888,-0.0563517,0.00922447,0
0.0788451,-0.0563529,0.00921979,0
0.0798658,-0.0563517,0.00922446,0
0.0810088,-0.0563517,0.00922446,0
0.0818586,-0.0563517,0.00922447,0
0.0830016,-0.0563528,0.00921978,0
0.0838706,-0.0563517,0.00922447,0
0.0849007,-0.0563529,0.00921979,0
0.0858983,-0.0563517,0.00922446,0
0.0868727,-0.0563517,0.00922446,0
0.0878823,-0.0563517,0.00922447,0
0.088898,-0.0563528,0.00921978,0
0.0898255,-0.0563517,0.00922446,0
0.0909827,-0.0563529,0.00921979,0
0.0919834,-0.0563517,0.00922446,0
0.0928477,-0.0563528,0.00921978,0
0.0938429,-0.0563517,0.00922446,0
0.0948589,-0.0563528,0.00921978,0
0.0958142,-0.0563517,0.00922446,0
0.096894,-0.0563528,0.00921978,0
0.0978737,-0.0563517,0.00922445,0
0.0988708,-0.0563528,0.00921978,0
0.0998395,-0.0563516,0.00922445,0
