Timestamp,x,y,z,q1,q2,q3,q4
0.62284,-0.073948,-0.015914,0.229809,0.999405,-0.009427,0.033178,-0.000443
0.642819,-0.07397,-0.015915,0.229866,0.999406,-0.00929,0.03316,-0.001216
0.662917,-0.073962,-0.015921,0.229856,0.999405,-0.009547,0.03314,-0.00025
0.682909,-0.073961,-0.015913,0.229835,0.999406,-0.009311,0.033167,-0.001164
0.702888,-0.073961,-0.015918,0.229855,0.999377,-0.009262,0.034058,-0.000845
0.722891,-0.07395,-0.015917,0.229826,0.999409,-0.009402,0.033051,-0.000741
0.742855,-0.073958,-0.015911,0.229831,0.999409,-0.009337,0.033049,-0.001324
0.762878,-0.073961,-0.015913,0.22984,0.999412,-0.009286,0.032992,-0.001356
0.782856,-0.073951,-0.015911,0.229806,0.999425,-0.009114,0.032637,-0.001424
0.802905,-0.073969,-0.015911,0.229867,0.99941,-0.009219,0.033026,-0.00176
0.822892,-0.073951,-0.015904,0.229798,0.999419,-0.009285,0.032765,-0.00145
0.842865,-0.07395,-0.015912,0.229794,0.999443,-0.009453,0.031999,-0.000421
0.862862,-0.073947,-0.015912,0.229803,0.999431,-0.009341,0.032415,-0.00065
0.882874,-0.073963,-0.015915,0.229862,0.999406,-0.00946,0.033146,-0.000701
0.902852,-0.073943,-0.015913,0.229781,0.99942,-0.00937,0.032738,-0.000882
0.922867,-0.073947,-0.015917,0.2298,0.999425,-0.009417,0.032571,-0.000945
0.94284,-0.07396,-0.015919,0.229819,0.999427,-0.009313,0.032521,-0.000646
0.962875,-0.073971,-0.015914,0.229892,0.999381,-0.009238,0.033903,-0.00164
0.982868,-0.073954,-0.01592,0.229829,0.999411,-0.009316,0.033027,-0.000489
1.00288,-0.073968,-0.015914,0.229874,0.999393,-0.009139,0.033591,-0.001166
1.02289,-0.073974,-0.015919,0.22986,0.999424,-0.009232,0.032621,-0.001194
1.04283,-0.073969,-0.015916,0.229869,0.999408,-0.009545,0.033066,-0.000324
1.06285,-0.073971,-0.015915,0.229874,0.999419,-0.009179,0.032826,-0.000877
1.08284,-0.073977,-0.015914,0.229885,0.999412,-0.009502,0.032911,-0.001347
1.10285,-0.073966,-0.015917,0.229864,0.999418,-0.009385,0.03277,-0.000842
1.12285,-0.07396,-0.015917,0.229849,0.999401,-0.009184,0.033352,-0.001155
1.14289,-0.073947,-0.01592,0.229795,0.999424,-0.00941,0.032592,-0.000495
1.16289,-0.073968,-0.015916,0.229845,0.999433,-0.009339,0.032338,-0.000722
1.18288,-0.073958,-0.015917,0.229832,0.999428,-0.009358,0.032482,-0.000743
1.20287,-0.073959,-0.015922,0.229828,0.999426,-0.00951,0.032514,-7e-06
1.22287,-0.073965,-0.01591,0.229859,0.999396,-0.00931,0.033459,-0.001017
1.24289,-0.073967,-0.015914,0.229865,0.999412,-0.009245,0.032987,-0.001069
1.26292,-0.073958,-0.015916,0.229824,0.999421,-0.009298,0.032704,-0.000833
1.28287,-0.073926,-0.015912,0.229744,0.999425,-0.009323,0.032609,-0.000605
1.30291,-0.073831,-0.016034,0.229293,0.999519,-0.008884,0.029474,-0.003718
1.3229,-0.073877,-0.015884,0.229577,0.99947,-0.009501,0.031102,-0.001473
1.34291,-0.073953,-0.015838,0.229782,0.999414,-0.010238,0.032648,9.4e-05
1.36291,-0.074114,-0.015908,0.230349,0.999277,-0.010036,0.036654,-0.001159
1.38289,-0.074062,-0.015947,0.230242,0.999283,-0.00998,0.036508,-0.000306
1.40292,-0.074083,-0.015917,0.230154,0.99929,-0.010381,0.036216,-0.000743
1.42288,-0.073985,-0.015946,0.230033,0.999377,-0.009525,0.033969,-9.6e-05
1.44288,-0.073977,-0.015884,0.229925,0.999392,-0.009671,0.033497,-0.000812
1.46289,-0.073895,-0.015892,0.229727,0.999435,-0.009271,0.032312,-0.000332
1.48288,-0.073906,-0.01589,0.229763,0.999431,-0.009235,0.032393,-0.001884
1.50289,-0.073915,-0.015912,0.229763,0.999431,-0.009494,0.032279,-0.00215
1.52289,-0.073907,-0.015933,0.22977,0.999423,-0.00902,0.032671,-0.00201
1.5429,-0.073922,-0.015941,0.229842,0.999403,-0.009147,0.033274,-0.001655
1.56289,-0.073965,-0.015925,0.229948,0.999375,-0.009327,0.034086,-0.000818
1.58287,-0.073945,-0.015918,0.229915,0.999382,-0.009541,0.033825,0.000176
1.60288,-0.073939,-0.015913,0.229867,0.999413,-0.009324,0.032962,-0.000957
1.62286,-0.07394,-0.015918,0.229912,0.999367,-0.009358,0.034306,-0.000878
1.64287,-0.073924,-0.015909,0.229838,0.999405,-0.009369,0.033187,-0.000549
1.6629,-0.073953,-0.015916,0.2299,0.999376,-0.009508,0.033994,-0.001598
1.68289,-0.073925,-0.015911,0.229823,0.999411,-0.009291,0.03302,-0.001174
1.7029,-0.073919,-0.015909,0.229851,0.999382,-0.009242,0.033897,-0.00133
1.72291,-0.073925,-0.015906,0.229841,0.999407,-0.009086,0.033157,-0.001876
1.7429,-0.073907,-0.015906,0.229778,0.999401,-0.009183,0.033341,-0.00121
1.76289,-0.073915,-0.015905,0.229781,0.999418,-0.00907,0.03282,-0.001869
1.7829,-0.073927,-0.015906,0.229834,0.999408,-0.009095,0.033087,-0.002357
1.80289,-0.073904,-0.015904,0.229769,0.999408,-0.009135,0.033146,-0.001501
1.8229,-0.073897,-0.015908,0.22977,0.999394,-0.009068,0.0335,-0.002573
1.84288,-0.073913,-0.01591,0.229797,0.999405,-0.009198,0.033178,-0.002201
1.86288,-0.073913,-0.015909,0.229801,0.999404,-0.009054,0.033218,-0.002299
1.88289,-0.073923,-0.015915,0.229826,0.999398,-0.009128,0.033432,-0.001809
1.9029,-0.073934,-0.015908,0.229863,0.999396,-0.009175,0.033424,-0.002686
1.92289,-0.073919,-0.015921,0.229842,0.999381,-0.009209,0.033901,-0.001881
1.94288,-0.073869,-0.015956,0.22965,0.999444,-0.009216,0.031985,-0.002098
1.96287,-0.073902,-0.015866,0.229753,0.999406,-0.009354,0.033141,-0.001636
1.98289,-0.074034,-0.015838,0.229697,0.999392,-0.01055,0.033211,-0.000932
2.00286,-0.074163,-0.01582,0.229201,0.999453,-0.010062,0.031473,0.001616
2.02289,-0.074688,-0.015835,0.228197,0.999632,-0.009982,0.02469,0.005123
