Timestamp,x1,y1,z1,roll1,pitch1,yaw1
0.56235,-0.0728946,0.128762,0.68685,12.3258,85.6422,-92.2193
0.572908,-0.0729018,0.128731,0.686666,11.3976,85.6343,-93.165
0.635342,-0.0729223,0.128731,0.686678,10.2673,85.6307,-94.3009
0.648586,-0.0729211,0.128698,0.686587,9.90467,85.5796,-94.6702
0.66428,-0.0729644,0.128752,0.687074,14.2797,85.4416,-90.3014
0.675924,-0.0729539,0.128712,0.686984,14.8318,85.406,-89.7353
0.706239,-0.072983,0.128753,0.687356,17.0569,85.3045,-87.5157
0.745508,-0.0729636,0.128724,0.687261,17.3617,85.3347,-87.2009
0.777976,-0.0729665,0.128689,0.687194,16.9911,85.4792,-87.5577
0.806099,-0.0729292,0.128629,0.686738,13.1768,85.2527,-91.4017
0.842317,-0.0729601,0.128613,0.686971,13.314,85.0948,-91.2837
0.868739,-0.0729687,0.128564,0.686897,11.7076,85.2621,-92.8948
0.90328,-0.0729755,0.128547,0.686921,12.2931,85.6359,-92.2575
0.939013,-0.0729786,0.128514,0.686845,11.7069,85.6289,-92.8476
0.973761,-0.0729974,0.12852,0.686937,12.1929,85.6088,-92.3723
1.00621,-0.0729969,0.12854,0.687017,13.4367,85.674,-91.1068
1.03803,-0.0729718,0.128516,0.686834,12.1507,85.7567,-92.3938
1.07051,-0.0729659,0.128527,0.686874,12.9038,85.6052,-91.6674
1.10373,-0.0729711,0.128561,0.686972,13.0739,85.7026,-91.4878
1.13699,-0.0729789,0.128581,0.687045,13.4031,85.6659,-91.1684
1.172,-0.0729628,0.128555,0.686893,12.852,85.5905,-91.73
1.20274,-0.0729633,0.128566,0.686938,13.1571,85.5301,-91.4356
1.23728,-0.0729508,0.128554,0.686812,12.0653,85.5467,-92.527
1.27022,-0.0729792,0.128622,0.687102,15.0038,85.2144,-89.594
1.3032,-0.0729366,0.128565,0.686582,10.8674,85.2498,-93.7598
1.33632,-0.0729323,0.128587,0.686588,10.6588,85.1743,-93.9612
1.36925,-0.0729442,0.128648,0.686837,13.0496,85.038,-91.5694
1.40306,-0.0729327,0.128605,0.686632,12.2316,85.6031,-92.3269
1.43636,-0.0729512,0.128655,0.686881,14.5473,85.4304,-90.0277
1.46732,-0.0729398,0.128701,0.686899,14.5645,85.4487,-90.0214
1.50043,-0.0729435,0.128743,0.686952,15.4463,85.4188,-89.1136
1.53301,-0.0728781,0.12869,0.686324,11.7131,85.5436,-92.8588
1.5682,-0.072917,0.128729,0.686505,12.3054,85.3421,-92.2864
1.59763,-0.072942,0.128807,0.686842,14.8357,85.2465,-89.7534
1.63605,-0.0729335,0.128787,0.686748,13.5675,85.1475,-91.0496
1.6634,-0.0729238,0.128771,0.68665,12.8889,85.2749,-91.7214
1.69861,-0.0729107,0.128757,0.686601,13.3379,85.307,-91.2591
1.73008,-0.0729119,0.128741,0.68669,14.2373,85.3882,-90.3428
1.76376,-0.072864,0.128658,0.686246,10.9045,85.6047,-93.6878
1.79637,-0.0728623,0.128654,0.686238,11.8494,85.648,-92.7324
1.82885,-0.072864,0.128655,0.686294,11.4189,85.5522,-93.1688
1.8613,-0.072866,0.12865,0.68629,11.8272,85.6014,-92.7518
1.89331,-0.0729122,0.128701,0.686803,15.9613,85.5786,-88.5958
1.92641,-0.0729114,0.1287,0.686853,15.6766,85.5249,-88.8826
1.96115,-0.0729089,0.128682,0.686929,15.1514,85.381,-89.4324
1.99333,-0.0728956,0.12863,0.686792,14.6334,85.4452,-89.9227
2.02742,-0.0729187,0.128637,0.687021,15.7113,85.4782,-88.8263
2.06,-0.072907,0.12865,0.68711,16.0342,85.1266,-88.5422
2.09343,-0.0729261,0.128666,0.687309,17.9057,85.0327,-86.6729
2.12727,-0.0728892,0.128579,0.68678,12.676,85.3725,-91.8982
2.15846,-0.0728779,0.128527,0.686602,11.7122,85.3722,-92.866
2.19133,-0.072891,0.128525,0.686673,12.374,85.4982,-92.1876
2.22619,-0.0729056,0.128558,0.686879,13.6873,85.2407,-90.8891
2.25796,-0.0728918,0.128521,0.686657,12.39,85.4596,-92.1663
2.28454,-0.072891,0.128521,0.686654,12.4418,85.4721,-92.1135
2.31866,-0.0728989,0.128536,0.686729,12.8766,85.4129,-91.6749
2.35134,-0.0728894,0.128564,0.686735,12.5842,85.4106,-91.9875
2.38618,-0.0728832,0.128567,0.686633,12.5716,85.2477,-91.9992
2.42268,-0.0728994,0.128612,0.686818,14.2136,85.168,-90.3663
2.45816,-0.0729189,0.128618,0.686846,14.3387,85.0421,-90.2604
2.49135,-0.0729621,0.128648,0.687072,14.773,85.3797,-89.7816
2.52455,-0.0729621,0.12867,0.687179,16.6233,85.316,-87.9416
2.55834,-0.0729475,0.128669,0.686963,15.5028,85.3542,-89.058
2.591,-0.0729145,0.128646,0.686721,13.9082,85.3811,-90.6721
2.62484,-0.0728996,0.128672,0.6867,15.1813,85.4951,-89.3792
2.65519,-0.0728538,0.128608,0.686145,10.6751,85.667,-93.8758
2.68815,-0.0728634,0.128657,0.686284,11.1787,85.4703,-93.4002
2.7191,-0.0728511,0.128656,0.68617,10.079,85.4946,-94.5047
2.75178,-0.0728905,0.128751,0.686701,15.415,85.2176,-89.1709
2.78462,-0.0729016,0.128767,0.686774,15.4704,85.1639,-89.1171
2.81761,-0.0728762,0.128754,0.686671,16.0543,85.2483,-88.5193
2.85081,-0.0728731,0.128746,0.686641,16.0774,85.247,-88.4966
