Timestamp,X_obj,Y_obj
0.00430238,-0.0592387,0.0024442,0
0.0048522,-0.0592391,0.00243705,0
0.00545034,-0.0592387,0.0024442,0
0.00637271,-0.0592391,0.00243704,0
0.00733346,-0.0592387,0.0024442,0
0.00841648,-0.0592391,0.00243704,0
0.00939059,-0.0592387,0.0024442,0
0.0101704,-0.0592391,0.00243704,0
0.0111706,-0.0592387,0.00244419,0
0.0125539,-0.0592391,0.00243704,0
0.0131941,-0.0592387,0.00244419,0
0.0141599,-0.059239,0.00243703,0
0.0152644,-0.0592387,0.00244419,0
0.0161722,-0.059239,0.00243703,0
0.0171869,-0.0592386,0.00244418,0
0.0181706,-0.059239,0.00243703,0
0.0191241,-0.0592387,0.00244419,0
0.0201496,-0.059239,0.00243702,0
0.0211167,-0.0592386,0.00244418,0
0.0221309,-0.059239,0.00243703,0
0.0231885,-0.0592386,0.00244418,0
0.0241157,-0.059239,0.00243702,0
0.025145,-0.0592386,0.00244418,0
0.0260994,-0.0592389,0.00243702,0
0.0270902,-0.0592386,0.00244418,0
0.0281042,-0.0592389,0.00243702,0
0.0290897,-0.0592385,0.00244417,0
0.0300747,-0.059239,0.00243702,0
0.0310852,-0.0592385,0.00244417,0
0.0320869,-0.0592389,0.00243701,0
0.0330313,-0.0592386,0.00244417,0
0.0340732,-0.0592389,0.00243701,0
0.0357388,-0.0592385,0.00244416,0
0.036003,-0.0592389,0.00243701,0
0.0370848,-0.0592385,0.00244416,0
0.0382368,-0.0592389,0.002437,0
0.0391717,-0.0592385,0.00244416,0
0.040065,-0.0592389,0.002437,0
0.0415985,-0.0592385,0.00244416,0
0.0420079,-0.0592389,0.002437,0
0.043065,-0.0592385,0.00244416,0
0.0440341,-0.0592388,0.002437,0
0.0450205,-0.0592385,0.00244416,0
0.0459868,-0.0592388,0.002437,0
0.0469961,-0.0592385,0.00244415,0
0.04805,-0.0592388,0.00243699,0
0.048977,-0.0592385,0.00244415,0
0.0499818,-0.0592388,0.00243699,0
0.0509895,-0.0592384,0.00244414,0
0.0519221,-0.0592388,0.00243699,0
0.0529709,-0.0592384,0.00244414,0
0.0540073,-0.0592388,0.00243699,0
0.0550116,-0.0592385,0.00244415,0
0.0559138,-0.0592388,0.00243698,0
0.0569095,-0.0592384,0.00244414,0
0.0580231,-0.0592388,0.00243699,0
0.0588937,-0.0592384,0.00244414,0
0.0599463,-0.0592387,0.00243698,0
0.0609094,-0.0592384,0.00244414,0
0.0619335,-0.0592387,0.00243698,0
0.0629729,-0.0592383,0.00244413,0
0.0639771,-0.0592387,0.00243698,0
0.064917,-0.0592384,0.00244413,0
0.0659249,-0.0592387,0.00243697,0
0.066955,-0.0592383,0.00244413,0
0.0679825,-0.0592387,0.00243697,0
0.0689257,-0.0592383,0.00244413,0
0.0700047,-0.0592387,0.00243697,0
0.0709582,-0.0592383,0.00244412,0
0.0719844,-0.0592387,0.00243697,0
0.0729036,-0.0592383,0.00244412,0
0.0739426,-0.0592386,0.00243696,0
0.0749125,-0.0592383,0.00244412,0
0.0758935,-0.0592387,0.00243696,0
0.0768947,-0.0592383,0.00244412,0
0.0778826,-0.0592386,0.00243696,0
0.078879,-0.0592383,0.00244412,0
0.0798907,-0.0592386,0.00243696,0
0.0808707,-0.0592382,0.00244411,0
0.0818959,-0.0592386,0.00243696,0
0.082888,-0.0592382,0.00244411,0
0.0838758,-0.0592386,0.00243696,0
0.0848766,-0.0592382,0.00244411,0
0.0858721,-0.0592386,0.00243695,0
0.0868558,-0.0592382,0.00244411,0
0.0879726,-0.0592386,0.00243695,0
0.0889954,-0.0592382,0.0024441,0
0.0898719,-0.0592386,0.00243695,0
0.0908561,-0.0592382,0.0024441,0
0.0918753,-0.0592385,0.00243694,0
0.0928612,-0.0592382,0.0024441,0
0.0938573,-0.0592385,0.00243694,0
0.0948388,-0.0592382,0.0024441,0
0.0959044,-0.0592385,0.00243694,0
0.0968964,-0.0592381,0.0024441,0
0.0978292,-0.0592385,0.00243694,0
0.0988794,-0.0592381,0.00244409,0
0.0998236,-0.0592385,0.00243694,0
0.100881,-0.0592381,0.00244409,0
0.101845,-0.0592385,0.00243693,0
0.102834,-0.0592381,0.00244409,0
0.10384,-0.0592385,0.00243693,0
0.104895,-0.0592381,0.00244409,0
0.105835,-0.0592385,0.00243693,0
0.106853,-0.0592381,0.00244408,0
0.107829,-0.0592384,0.00243693,0
0.108886,-0.0592381,0.00244408,0
0.109843,-0.0592384,0.00243692,0
0.110846,-0.0592381,0.00244408,0
0.112101,-0.0592384,0.00243692,0
0.112856,-0.0592381,0.00244408,0
0.113854,-0.0592384,0.00243692,0
0.114856,-0.059238,0.00244407,0
0.115849,-0.0592384,0.00243692,0
0.116899,-0.059238,0.00244407,0
0.11788,-0.0592384,0.00243692,0
0.119086,-0.059238,0.00244407,0
0.120004,-0.0592384,0.00243691,0
0.12101,-0.059238,0.00244407,0
0.122029,-0.0592384,0.00243691,0
0.123073,-0.059238,0.00244407,0
0.124019,-0.0592383,0.00243691,0
0.12502,-0.059238,0.00244406,0
0.125987,-0.0592384,0.00243691,0
0.127047,-0.0592379,0.00244406,0
0.128082,-0.0592383,0.0024369,0
0.129235,-0.059238,0.00244406,0
0.130146,-0.0592383,0.0024369,0
0.131385,-0.0592379,0.00244406,0
0.132202,-0.0592383,0.0024369,0
0.133099,-0.0592379,0.00244405,0
0.134083,-0.0592383,0.0024369,0
0.135131,-0.0592379,0.00244405,0
0.136146,-0.0592383,0.0024369,0
