Timestamp,X_Error,Y_Error
0.00584434,0.000595967,0.000354623
0.00684725,0.000596768,0.000358672
0.00768731,0.000595967,0.000354624
0.00859649,0.000596779,0.000358671
0.00965197,0.000595968,0.000354616
0.0119463,0.000595979,0.000354622
0.0125477,0.000596743,0.000358685
0.0136826,0.000595939,0.000354629
0.0145635,0.00059677,0.000358673
0.0155194,0.000595966,0.000354624
0.0165454,0.000595966,0.000354624
0.0176143,0.000595956,0.000354624
0.0186044,0.000596724,0.000358689
0.0197176,0.000595982,0.00035462
0.0206877,0.000596755,0.000358676
0.0215211,0.000595975,0.000354613
0.0227833,0.000596758,0.000358684
0.023741,0.000595952,0.000354626
0.02453,0.000596745,0.000358679
0.0257088,0.000595968,0.000354622
0.0267424,0.00059675,0.000358686
0.0277386,0.000595952,0.000354624
0.0286905,0.000596723,0.000358691
0.029547,0.00059597,0.000354621
0.0305177,0.000596741,0.000358688
0.0316159,0.00059596,0.000354622
0.0326482,0.000596732,0.00035869
0.0336197,0.000595959,0.000354622
0.0346798,0.000596736,0.00035869
0.0356853,0.000595958,0.000354622
0.037083,0.000596735,0.00035869
0.0379522,0.000595957,0.000354622
0.0385397,0.000596734,0.000358691
0.0398035,0.00059598,0.00035461
0.040571,0.000596734,0.000358691
0.0416003,0.000595955,0.000354622
0.042588,0.000595975,0.000354612
0.0434928,0.000595954,0.000354622
0.0445616,0.000596732,0.000358692
0.0455801,0.000595977,0.00035461
0.0465953,0.000596731,0.000358693
0.0475251,0.000595977,0.00035461
0.0485485,0.000596767,0.000358679
0.0495095,0.000595942,0.000354624
0.0505216,0.000596715,0.000358696
0.0516147,0.000595985,0.000354608
0.0526195,0.00059672,0.000358695
0.0537013,0.000595985,0.000354608
0.0545816,0.000596755,0.000358689
0.0556883,0.000595929,0.000354625
0.0564917,0.000596709,0.000358698
0.0575401,0.000595912,0.000354606
0.0586703,0.000596684,0.000358681
0.0595199,0.000595903,0.000354608
0.0607062,0.000596681,0.000358682
0.0617261,0.000595901,0.000354608
0.062642,0.00059668,0.000358682
0.0636054,0.0005959,0.000354608
0.0645803,0.00059592,0.000354598
0.06553,0.000595899,0.000354608
0.0665214,0.000596678,0.000358683
0.0676921,0.000596697,0.000358671
