Timestamp,tau1,tau2,tau3,tau4,tau5,tau6,tau7
0.0128265,-6.94082e-05,12.3376,-0.898041,19.62,0.0127852,-0.017146,-9.68971e-05
0.0139878,-7.31946e-05,12.3376,-0.898044,19.62,0.0127836,-0.0171538,-9.70405e-05
0.0147868,-6.94019e-05,12.3376,-0.89804,19.62,0.0127852,-0.0171463,-9.68965e-05
0.0157522,-6.84269e-05,12.3376,-0.898038,19.6199,0.0127867,-0.0171389,-9.73111e-05
0.0169121,-7.60217e-05,12.3376,-0.898045,19.62,0.0127835,-0.0171541,-9.76002e-05
0.0177509,-7.22216e-05,12.3376,-0.898041,19.62,0.0127851,-0.0171467,-9.74554e-05
0.0188158,-6.56001e-05,12.3376,-0.898035,19.6199,0.0127866,-0.0171394,-9.67515e-05
0.0197592,-7.31963e-05,12.3376,-0.898042,19.62,0.0127835,-0.0171547,-9.70407e-05
0.0208796,-6.94036e-05,12.3376,-0.898038,19.62,0.0127851,-0.0171472,-9.68967e-05
0.0217565,-6.84247e-05,12.3376,-0.898036,19.6199,0.0127866,-0.0171398,-9.7311e-05
0.0228099,-6.94028e-05,12.3376,-0.898037,19.62,0.012785,-0.0171475,-9.68964e-05
0.0237852,-7.31915e-05,12.3376,-0.89804,19.62,0.0127834,-0.0171553,-9.70403e-05
0.0252067,-6.93988e-05,12.3376,-0.898036,19.62,0.012785,-0.0171478,-9.68962e-05
0.0258831,-6.84247e-05,12.3376,-0.898034,19.6199,0.0127865,-0.0171404,-9.73109e-05
0.0268927,-6.94033e-05,12.3376,-0.898035,19.62,0.0127849,-0.0171481,-9.68965e-05
0.0283643,-7.22208e-05,12.3376,-0.898038,19.62,0.0127849,-0.0171482,-9.74554e-05
0.0288916,-6.93978e-05,12.3376,-0.898035,19.62,0.0127849,-0.0171484,-9.68961e-05
0.0299711,-7.22171e-05,12.3376,-0.898037,19.62,0.0127849,-0.0171485,-9.7455e-05
0.0307939,-6.93995e-05,12.3376,-0.898034,19.62,0.0127849,-0.0171487,-9.68962e-05
0.0317319,-7.22186e-05,12.3376,-0.898036,19.62,0.0127848,-0.0171488,-9.74552e-05
0.0327839,-6.9399e-05,12.3376,-0.898033,19.62,0.0127848,-0.017149,-9.68961e-05
0.0337865,-7.22186e-05,12.3376,-0.898035,19.62,0.0127848,-0.0171491,-9.74552e-05
0.0350427,-6.93986e-05,12.3376,-0.898032,19.62,0.0127848,-0.0171493,-9.68961e-05
0.0357808,-7.22185e-05,12.3376,-0.898034,19.62,0.0127847,-0.0171494,-9.74552e-05
0.0370275,-6.93981e-05,12.3376,-0.898032,19.62,0.0127847,-0.0171496,-9.6896e-05
0.0379696,-7.22183e-05,12.3376,-0.898034,19.62,0.0127847,-0.0171497,-9.74552e-05
0.0388052,-6.93976e-05,12.3376,-0.898031,19.62,0.0127847,-0.0171499,-9.68959e-05
0.0398387,-7.22182e-05,12.3376,-0.898033,19.62,0.0127847,-0.01715,-9.74552e-05
0.0407904,-6.93971e-05,12.3376,-0.89803,19.62,0.0127847,-0.0171502,-9.68959e-05
0.0417509,-7.2218e-05,12.3376,-0.898032,19.62,0.0127846,-0.0171503,-9.74552e-05
0.042763,-6.93966e-05,12.3376,-0.898029,19.62,0.0127846,-0.0171505,-9.68958e-05
0.0439199,-7.22179e-05,12.3376,-0.898031,19.62,0.0127846,-0.0171506,-9.74552e-05
0.0448099,-6.93961e-05,12.3376,-0.898029,19.62,0.0127846,-0.0171508,-9.68958e-05
0.0457721,-7.31883e-05,12.3377,-0.898032,19.62,0.012783,-0.0171586,-9.70397e-05
0.0467588,-6.93956e-05,12.3376,-0.898028,19.62,0.0127845,-0.0171511,-9.68957e-05
0.047825,-6.84249e-05,12.3376,-0.898026,19.6199,0.012786,-0.0171437,-9.73112e-05
0.0488119,-6.93982e-05,12.3376,-0.898027,19.62,0.0127845,-0.0171514,-9.68959e-05
0.0497646,-6.55981e-05,12.3376,-0.898023,19.6199,0.0127861,-0.0171439,-9.6751e-05
0.0507331,-6.93924e-05,12.3376,-0.898026,19.62,0.0127844,-0.0171517,-9.68955e-05
0.051662,-7.69844e-05,12.3377,-0.898033,19.62,0.0127813,-0.017167,-9.71843e-05
0.0528121,-6.93916e-05,12.3376,-0.898026,19.62,0.0127844,-0.017152,-9.68954e-05
0.0538007,-6.84225e-05,12.3376,-0.898024,19.62,0.0127859,-0.0171446,-9.7311e-05
0.0548409,-6.9399e-05,12.3376,-0.898025,19.62,0.0127844,-0.0171523,-9.68958e-05
0.0558314,-7.22205e-05,12.3376,-0.898027,19.62,0.0127843,-0.0171523,-9.74557e-05
0.0567832,-6.93914e-05,12.3376,-0.898024,19.62,0.0127843,-0.0171526,-9.68953e-05
0.0577428,-7.2215e-05,12.3376,-0.898026,19.62,0.0127843,-0.0171527,-9.74551e-05
0.0588894,-6.93924e-05,12.3376,-0.898023,19.62,0.0127843,-0.0171529,-9.68953e-05
0.0598057,-7.22166e-05,12.3376,-0.898025,19.62,0.0127842,-0.017153,-9.74553e-05
0.0607624,-6.93923e-05,12.3376,-0.898023,19.62,0.0127842,-0.0171532,-9.68953e-05
0.0618456,-7.22164e-05,12.3376,-0.898025,19.62,0.0127842,-0.0171533,-9.74553e-05
0.0628046,-6.93919e-05,12.3376,-0.898022,19.62,0.0127842,-0.0171535,-9.68952e-05
0.0637446,-7.22163e-05,12.3376,-0.898024,19.62,0.0127842,-0.0171536,-9.74553e-05
0.0647117,-6.93914e-05,12.3376,-0.898021,19.62,0.0127842,-0.0171538,-9.68952e-05
0.0662618,-7.22161e-05,12.3376,-0.898023,19.62,0.0127841,-0.0171539,-9.74553e-05
0.0667333,-6.93909e-05,12.3376,-0.89802,19.62,0.0127841,-0.0171541,-9.68951e-05
0.0677535,-7.22159e-05,12.3377,-0.898022,19.62,0.0127841,-0.0171542,-9.74553e-05
0.0688311,-6.93905e-05,12.3377,-0.89802,19.62,0.0127841,-0.0171544,-9.68951e-05
0.0697628,-7.22157e-05,12.3377,-0.898022,19.62,0.012784,-0.0171545,-9.74553e-05
