Timestamp,X_obj,Y_obj
0.00580277,-0.0544767,0.0076036,0.0365225
0.00645865,-0.0544767,0.00760361,0.0365225
0.00728322,-0.0544766,0.0076036,0.0365225
0.00827874,-0.0544767,0.00760361,0.0365225
0.00953548,-0.0544767,0.00760361,0.0365226
0.0103865,-0.0544766,0.0076036,0.0365225
0.0113736,-0.0544766,0.0076036,0.0365225
0.0124932,-0.0544766,0.0076036,0.0365225
0.0134063,-0.0544766,0.00760359,0.0365226
0.0143129,-0.0544766,0.00760361,0.0365226
0.0153007,-0.0544766,0.00760359,0.0365226
0.0163455,-0.0544766,0.00760359,0.0365226
0.0176781,-0.0544766,0.0076036,0.0365226
0.0183545,-0.0544766,0.00760359,0.0365226
0.0195185,-0.0544766,0.00760359,0.0365226
0.0203718,-0.0544766,0.0076036,0.0365226
0.0214589,-0.0544766,0.00760359,0.0365226
0.0224213,-0.0544766,0.00760359,0.0365226
0.0234066,-0.0544766,0.00760358,0.0365226
0.0243232,-0.0544766,0.0076036,0.0365227
0.0253455,-0.0544766,0.00760358,0.0365226
0.0265105,-0.0544766,0.00760358,0.0365226
0.0275069,-0.0544766,0.00760358,0.0365226
0.0286028,-0.0544766,0.00760358,0.0365227
0.0295073,-0.0544765,0.00760358,0.0365227
0.0304265,-0.0544765,0.00760358,0.0365227
0.0315805,-0.0544765,0.00760358,0.0365227
0.0323932,-0.0544765,0.00760358,0.0365227
0.0334496,-0.0544765,0.00760357,0.0365227
0.0347203,-0.0544765,0.00760357,0.0365227
0.0356622,-0.0544765,0.00760357,0.0365227
0.0367097,-0.0544765,0.00760357,0.0365227
0.0376543,-0.0544765,0.00760357,0.0365227
0.0394172,-0.0544765,0.00760358,0.0365227
0.0397787,-0.0544765,0.00760357,0.0365227
0.0406059,-0.0544765,0.00760357,0.0365227
0.0422247,-0.0544765,0.00760358,0.0365228
0.0425692,-0.0544765,0.00760357,0.0365227
0.04352,-0.0544765,0.00760356,0.0365228
0.0451793,-0.0544765,0.00760358,0.0365228
0.0455617,-0.0544765,0.00760356,0.0365228
0.0464487,-0.0544765,0.00760357,0.0365228
0.0480852,-0.0544765,0.00760357,0.0365228
0.0484585,-0.0544765,0.00760356,0.0365228
0.049455,-0.0544765,0.00760356,0.0365228
0.0510913,-0.0544765,0.00760357,0.0365228
0.0515965,-0.0544765,0.00760356,0.0365228
0.052484,-0.0544765,0.00760357,0.0365228
0.05376,-0.0544764,0.00760355,0.0365228
0.0548076,-0.0544764,0.00760355,0.0365228
0.0556721,-0.0544764,0.00760355,0.0365228
0.0565796,-0.0544764,0.00760355,0.0365228
0.0576864,-0.0544764,0.00760355,0.0365228
0.0588414,-0.0544764,0.00760355,0.0365229
0.0595857,-0.0544764,0.00760355,0.0365229
0.0605166,-0.0544764,0.00760355,0.0365229
0.0618217,-0.0544764,0.00760355,0.0365229
0.0625647,-0.0544764,0.00760354,0.0365229
0.0642169,-0.0544764,0.00760355,0.0365229
0.0645907,-0.0544764,0.00760354,0.0365229
0.0655411,-0.0544764,0.00760354,0.0365229
0.0672028,-0.0544764,0.00760355,0.0365229
0.0676353,-0.0544764,0.00760354,0.0365229
0.0686064,-0.0544764,0.00760354,0.0365229
0.0696663,-0.0544764,0.00760354,0.0365229
0.0706204,-0.0544764,0.00760354,0.0365229
0.071786,-0.0544764,0.00760353,0.0365229
0.072655,-0.0544764,0.00760353,0.0365229
0.0737339,-0.0544764,0.00760353,0.036523
0.0749413,-0.0544764,0.00760353,0.036523
0.0757001,-0.0544763,0.00760353,0.036523
0.0767813,-0.0544763,0.00760353,0.036523
0.0778439,-0.0544763,0.00760353,0.036523
0.0786924,-0.0544763,0.00760353,0.036523
0.0803626,-0.0544764,0.00760354,0.036523
0.0809701,-0.0544763,0.00760353,0.036523
0.0817426,-0.0544763,0.00760354,0.036523
0.0828464,-0.0544763,0.00760352,0.036523
0.0843783,-0.0544763,0.00760353,0.036523
0.0848273,-0.0544763,0.00760352,0.036523
0.0858766,-0.0544763,0.00760352,0.036523
0.086888,-0.0544763,0.00760352,0.036523
0.0880229,-0.0544763,0.00760352,0.036523
0.0889162,-0.0544763,0.00760352,0.0365231
0.0898486,-0.0544763,0.00760352,0.0365231
0.0908818,-0.0544763,0.00760352,0.0365231
0.0918898,-0.0544763,0.00760351,0.0365231
0.0933414,-0.0544763,0.00760351,0.0365231
0.0941213,-0.0544763,0.00760351,0.0365231
0.0952543,-0.0544763,0.00760351,0.0365231
0.0964761,-0.0544763,0.00760351,0.0365231
0.0970588,-0.0544762,0.0076035,0.0365231
0.0992685,-0.0544763,0.00760352,0.0365231
0.100417,-0.0544763,0.00760352,0.0365231
0.1005,-0.0544763,0.00760352,0.0365232
0.101341,-0.0544762,0.00760351,0.0365231
0.102681,-0.0544762,0.0076035,0.0365231
0.103472,-0.0544763,0.00760352,0.0365232
0.105078,-0.0544763,0.00760353,0.0365232
0.106157,-0.0544762,0.00760351,0.0365232
0.107145,-0.0544762,0.0076035,0.0365232
0.107524,-0.0544762,0.0076035,0.0365232
0.108813,-0.0544762,0.0076035,0.0365232
0.11068,-0.0544762,0.0076035,0.0365232
0.111534,-0.0544762,0.0076035,0.0365232
0.112818,-0.0544762,0.00760351,0.0365232
0.113591,-0.0544762,0.00760349,0.0365232
0.115135,-0.0544762,0.00760352,0.0365233
0.115686,-0.0544762,0.0076035,0.0365233
0.116563,-0.0544762,0.00760349,0.0365232
0.1176,-0.0544762,0.00760349,0.0365232
0.118683,-0.0544762,0.00760349,0.0365232
0.11945,-0.0544762,0.00760349,0.0365233
0.1212,-0.0544762,0.0076035,0.0365233
0.121541,-0.0544762,0.00760349,0.0365233
0.122488,-0.0544761,0.00760348,0.0365233
0.123513,-0.0544761,0.00760348,0.0365233
0.124566,-0.0544761,0.00760348,0.0365233
0.125507,-0.0544761,0.00760348,0.0365233
0.126767,-0.0544761,0.00760348,0.0365233
0.127676,-0.0544761,0.00760348,0.0365233
