Timestamp,X_obj,Y_obj
0.0167452,-0.0358786,0.00100372,-0.820692
0.038662,-0.035881,0.00100437,-0.797124
0.0568963,-0.035881,0.00100437,-0.797124
0.0767094,-0.035881,0.00100437,-0.797124
0.0970471,-0.035881,0.00100437,-0.797124
0.116903,-0.035881,0.00100437,-0.797124
0.13677,-0.035881,0.00100437,-0.797124
0.156709,-0.035881,0.00100437,-0.797124
0.177233,-0.035879,0.00100369,-0.820326
0.196728,-0.035879,0.00100369,-0.820326
0.216769,-0.0358787,0.00100372,-0.820675
0.237072,-0.0358787,0.00100372,-0.820675
0.257178,-0.0358792,0.00100376,-0.818038
0.276742,-0.0358792,0.00100376,-0.818038
0.297056,-0.0358792,0.00100376,-0.818038
0.316797,-0.0358792,0.00100376,-0.818038
0.336798,-0.0358791,0.00100374,-0.818647
0.356775,-0.0358791,0.00100374,-0.818647
0.377072,-0.0358791,0.00100374,-0.818647
0.397417,-0.0358791,0.00100374,-0.818647
0.416783,-0.0358792,0.00100376,-0.818038
0.436933,-0.0358792,0.00100376,-0.818038
0.456838,-0.0358792,0.00100376,-0.818038
0.476765,-0.0358788,0.00100369,-0.820287
0.496824,-0.0358788,0.00100369,-0.820287
0.516741,-0.0358788,0.00100369,-0.820287
0.536725,-0.0358788,0.00100369,-0.820287
0.55678,-0.0358792,0.00100366,-0.819464
0.576794,-0.0358792,0.00100366,-0.819464
0.597971,-0.0358792,0.00100366,-0.819464
0.616783,-0.0358792,0.00100376,-0.818038
0.636991,-0.0358792,0.00100376,-0.818038
0.656902,-0.0358792,0.00100376,-0.818038
0.67717,-0.0358792,0.00100376,-0.818038
0.696739,-0.035881,0.00100437,-0.797124
0.716878,-0.035881,0.00100437,-0.797124
0.736763,-0.035881,0.00100437,-0.797124
0.756873,-0.035881,0.00100437,-0.797124
0.776694,-0.0358787,0.00100367,-0.820896
0.796769,-0.0358787,0.00100367,-0.820896
0.816684,-0.0358792,0.00100366,-0.819464
0.836733,-0.0358792,0.00100366,-0.819464
0.857132,-0.0358792,0.00100366,-0.819464
0.876772,-0.0358792,0.00100366,-0.819464
0.896852,-0.0358811,0.00100436,-0.797024
0.916754,-0.0358811,0.00100436,-0.797024
0.936862,-0.0358811,0.00100436,-0.797024
0.956697,-0.0358811,0.00100436,-0.797024
0.976718,-0.0358811,0.00100436,-0.797024
0.996869,-0.0358811,0.00100436,-0.797024
1.017,-0.0358811,0.00100436,-0.797024
1.03672,-0.0358791,0.00100374,-0.818647
1.05669,-0.0358791,0.00100374,-0.818647
1.07671,-0.0358791,0.00100374,-0.818647
1.09679,-0.0358791,0.00100374,-0.818647
1.11678,-0.0358785,0.00100371,-0.821051
1.13667,-0.0358785,0.00100371,-0.821051
1.15688,-0.0358785,0.00100371,-0.821051
1.17674,-0.0358791,0.00100375,-0.818386
1.19667,-0.0358791,0.00100375,-0.818386
1.21681,-0.0358791,0.00100375,-0.818386
1.23709,-0.0360288,0.00101159,-0.82752
1.257,-0.0360288,0.00101159,-0.82752
1.27672,-0.0360288,0.00101159,-0.82752
1.29697,-0.0360288,0.00101159,-0.82752
1.31674,-0.0360351,0.00101146,-0.831922
1.33686,-0.0360351,0.00101146,-0.831922
1.35675,-0.0360351,0.00101146,-0.831922
1.37693,-0.0360315,0.00101138,-0.832375
1.39675,-0.0360315,0.00101138,-0.832375
1.41672,-0.0360315,0.00101138,-0.832375
1.43677,-0.0360347,0.0010117,-0.826085
1.45678,-0.0360347,0.0010117,-0.826085
1.47678,-0.0360347,0.0010117,-0.826085
1.49715,-0.0360347,0.0010117,-0.826085
1.51701,-0.0360309,0.00101168,-0.830839
1.53675,-0.0360309,0.00101168,-0.830839
1.55676,-0.0360309,0.00101168,-0.830839
1.57687,-0.0360371,0.00101126,-0.823219
1.59679,-0.0360371,0.00101126,-0.823219
1.61679,-0.0360371,0.00101126,-0.823219
1.63685,-0.0360371,0.00101126,-0.823219
1.65709,-0.0360402,0.00101133,-0.824746
1.67668,-0.0360402,0.00101133,-0.824746
1.69673,-0.0360402,0.00101133,-0.824746
1.71685,-0.036035,0.00101149,-0.831747
1.7368,-0.036035,0.00101149,-0.831747
1.75692,-0.036035,0.00101149,-0.831747
1.77698,-0.036035,0.00101149,-0.831747
1.79685,-0.0360399,0.00101154,-0.824244
1.81678,-0.0360399,0.00101154,-0.824244
1.83695,-0.0360399,0.00101154,-0.824244
1.85677,-0.0360401,0.00101112,-0.845021
1.87677,-0.0360401,0.00101112,-0.845021
1.89683,-0.0360401,0.00101112,-0.845021
1.91679,-0.0360278,0.00101022,-0.873446
1.93701,-0.0360278,0.00101022,-0.873446
1.95681,-0.0360278,0.00101022,-0.873446
