Timestamp,X_Error,Y_Error
0.0100467,0.00127149,0.000141336
0.01098,0.00127148,0.000139827
0.01221,0.0012715,0.00014134
0.0130064,0.00127149,0.00013983
0.0139872,0.00127151,0.000141341
0.0151038,0.00127142,0.000139813
0.016018,0.00127144,0.000141324
0.0170031,0.00127109,0.000139895
0.0179954,0.00127111,0.000141405
0.0189909,0.0012711,0.000139897
0.0199984,0.00127112,0.000141407
0.0209658,0.00127111,0.000139899
0.0220768,0.00127112,0.000141409
0.0229726,0.00127111,0.0001399
0.0239707,0.00127113,0.000141411
0.025003,0.00127112,0.000139902
0.0259993,0.00127114,0.000141413
0.0269685,0.00127113,0.000139903
0.0279688,0.00127115,0.000141415
0.0289718,0.00127113,0.000139905
0.0299722,0.00127115,0.000141417
0.0309676,0.00127114,0.000139906
0.0319513,0.00127116,0.00014142
0.0329915,0.00127115,0.000139907
0.0339818,0.00127116,0.000139908
0.0349724,0.00127105,0.000139876
0.0359761,0.00127107,0.000141392
0.0369747,0.00127108,0.000141394
0.0379815,0.00127108,0.000141394
0.0390186,0.00127105,0.000140666
0.0399881,0.0012711,0.000141411
0.0409807,0.00127108,0.000139879
0.0419906,0.0012711,0.000141395
0.0429681,0.00127109,0.000139887
0.0439655,0.0012711,0.000141397
0.0449663,0.00127108,0.000139887
0.0459622,0.00127113,0.000141401
0.0469627,0.00127109,0.00013989
0.047965,0.00127111,0.0001414
0.0490237,0.00127112,0.000139894
0.0499929,0.00127112,0.000141402
0.0510209,0.0012711,0.000139893
0.0520102,0.00127115,0.000141406
0.0530087,0.0012711,0.000139893
0.0540192,0.00127114,0.000141407
0.0550152,0.00127107,0.00013988
0.0560501,0.00127106,0.000141387
0.057049,0.00127104,0.000139877
0.058063,0.00127109,0.000141392
0.059012,0.00127106,0.00013988
0.0600396,0.00127107,0.000141391
0.0610394,0.00127109,0.000139884
0.0620122,0.00127109,0.000141395
0.062978,0.00127106,0.000139881
0.0640029,0.0012711,0.000141397
0.0649823,0.0012711,0.000139886
0.0659449,0.00127109,0.000141397
0.0670124,0.0012711,0.000139886
0.0681311,0.00127112,0.000141403
0.0690323,0.00127108,0.000139885
0.0701006,0.00127112,0.000141403
0.0710662,0.0012711,0.000140676
0.071969,0.00127112,0.000139844
0.072928,0.00127115,0.000141421
0.0739806,0.0012711,0.000139887
0.074962,0.00127107,0.000141385
0.0759187,0.00127105,0.000139876
0.076916,0.00127107,0.000141388
0.0779901,0.00127105,0.000139878
0.0791379,0.00127107,0.000141389
0.08004,0.00127107,0.000139882
0.0810193,0.00127106,0.000141389
0.0819959,0.00127107,0.000139883
0.0830083,0.0012711,0.000141394
0.0839796,0.00127106,0.000139882
0.0850005,0.0012711,0.000141395
0.0859773,0.0012711,0.000139887
0.0869932,0.00127109,0.000141394
0.0880547,0.0012711,0.000139888
0.0889462,0.00127112,0.0001414
0.0900901,0.00127108,0.000139887
0.0910852,0.00127112,0.000141401
0.0919987,0.00127112,0.000139892
0.0930331,0.00127111,0.000141401
0.094037,0.00127111,0.000141401
0.0950541,0.00127109,0.000141398
0.0962789,0.00127107,0.000139885
0.0970416,0.0012714,0.000141317
0.09797,0.0012714,0.000139805
0.0990618,0.00127145,0.000141323
0.100028,0.00127141,0.000139807
0.100985,0.00127142,0.000141323
0.102184,0.00127142,0.000140598
0.102991,0.00127144,0.000139764
0.104119,0.00127143,0.000141338
0.105093,0.00127145,0.00013981
0.106004,0.00127147,0.000141326
0.106977,0.00127144,0.000139816
0.10818,0.00127145,0.000141327
0.109113,0.00127143,0.000139816
