Timestamp,X_hat,Y_hat
0.0121731,-0.0405207,0.000798641,0
0.0127076,-0.0405207,0.000800151,0
0.0136014,-0.0405207,0.00079864,0
0.0145999,-0.0405207,0.000800149,0
0.0155253,-0.0405207,0.000798639,0
0.0164591,-0.040521,0.000800068,0
0.0175212,-0.040521,0.000798557,0
0.018403,-0.040521,0.000800066,0
0.0194376,-0.040521,0.000798556,0
0.0205219,-0.040521,0.000800064,0
0.021427,-0.040521,0.000798554,0
0.0225048,-0.040521,0.000800062,0
0.023618,-0.040521,0.000798552,0
0.0244495,-0.040521,0.000800061,0
0.0255421,-0.040521,0.00079855,0
0.0264963,-0.040521,0.000800059,0
0.027433,-0.040521,0.000798548,0
0.02845,-0.040521,0.000800058,0
0.0294975,-0.0405209,0.000798545,0
0.0305024,-0.040521,0.000800057,0
0.0314877,-0.0405209,0.000798543,0
0.0324723,-0.0405209,0.000800055,0
0.0333854,-0.0405209,0.000800054,0
0.034406,-0.0405209,0.000800054,0
0.0353444,-0.0405209,0.000798538,0
0.036351,-0.0405209,0.000798536,0
0.0373756,-0.0405209,0.000798536,0
0.0384167,-0.0405209,0.000799264,0
0.0393721,-0.0405209,0.000798519,0
0.0404418,-0.0405209,0.000800051,0
0.041381,-0.0405209,0.000798536,0
0.0423829,-0.0405209,0.000800043,0
0.0433986,-0.0405209,0.000798533,0
0.0443672,-0.0405209,0.000800043,0
0.0453881,-0.0405209,0.000798529,0
0.0463966,-0.0405209,0.00080004,0
0.0473935,-0.0405209,0.000798531,0
0.048385,-0.0405209,0.000800036,0
0.0493927,-0.0405209,0.000798528,0
0.0503843,-0.0405209,0.000800037,0
0.0513689,-0.0405208,0.000798524,0
0.0523901,-0.0405209,0.000800037,0
0.0534253,-0.0405208,0.000798524,0
0.0544565,-0.0405208,0.00080003,0
0.0554604,-0.0405208,0.000798522,0
0.0564227,-0.0405209,0.000800032,0
0.0574073,-0.0405208,0.000798518,0
0.0584494,-0.0405209,0.00080003,0
0.0594554,-0.0405208,0.000798519,0
0.0604089,-0.0405208,0.000800026,0
0.0614376,-0.0405208,0.000798515,0
0.062443,-0.0405209,0.000800029,0
0.0634014,-0.0405208,0.000798513,0
0.0644402,-0.0405208,0.000800024,0
0.0654254,-0.0405208,0.000798512,0
0.0664394,-0.0405208,0.000800024,0
0.0673845,-0.0405208,0.000798507,0
0.0684635,-0.0405208,0.000800025,0
0.0694365,-0.0405208,0.000798506,0
0.0704299,-0.0405208,0.000799234,0
0.0715031,-0.0405208,0.000800066,0
0.0724543,-0.0405208,0.000798488,0
0.0734377,-0.0405208,0.000800023,0
0.07447,-0.0405208,0.000798506,0
0.0754577,-0.0405208,0.000800014,0
0.0763802,-0.0405208,0.000798502,0
0.0773819,-0.0405208,0.000800012,0
0.0784744,-0.0405208,0.000798501,0
0.079397,-0.0405208,0.000800009,0
0.0804451,-0.0405208,0.000798501,0
0.0813972,-0.0405208,0.000800007,0
0.0823808,-0.0405207,0.000798497,0
0.0834569,-0.0405208,0.000800008,0
0.0844344,-0.0405207,0.000798495,0
0.0854217,-0.0405207,0.000800003,0
0.0863776,-0.0405207,0.000798496,0
0.0874522,-0.0405207,0.000800002,0
0.0884735,-0.0405207,0.000798491,0
0.0895352,-0.0405208,0.000800003,0
0.0908296,-0.0405207,0.000798489,0
