Timestamp,fx,fy,fz,mx,my,mz
0.688361,-0.062784,0.081839,-3.10232,-0.084647,0.365171,-0.00612
0.688861,-0.054668,0.078041,-3.15484,-0.084827,0.365025,-0.005305
0.689858,-0.060087,0.072967,-3.35147,-0.085016,0.365187,-0.00365
0.690855,-0.051724,0.076689,-3.56842,-0.084973,0.365163,-0.002119
0.691847,-0.050305,0.067899,-3.78693,-0.085022,0.365184,5e-05
0.692845,-0.042321,0.070721,-3.94266,-0.084829,0.36544,0.001306
0.693842,-0.043157,0.070444,-3.89069,-0.084673,0.365533,0.000704
0.694843,-0.044777,0.078902,-3.68342,-0.084465,0.365612,-0.001157
0.695845,-0.053516,0.083013,-3.50699,-0.084291,0.365743,-0.002831
0.696846,-0.055217,0.084261,-3.26845,-0.084296,0.365527,-0.004877
0.697845,-0.056049,0.084635,-3.11336,-0.084302,0.36551,-0.00603
0.698846,-0.055454,0.085603,-3.17543,-0.084452,0.365229,-0.005434
0.699855,-0.052888,0.084522,-3.3519,-0.08477,0.365429,-0.003653
0.700861,-0.051919,0.076486,-3.54931,-0.084815,0.365258,-0.001785
0.701869,-0.042326,0.071764,-3.79713,-0.085151,0.365226,0.000151
0.702876,-0.041541,0.06303,-3.95243,-0.085203,0.365241,0.00141
0.703864,-0.049417,0.066137,-3.88981,-0.085029,0.365574,0.000601
0.704871,-0.051325,0.066925,-3.69285,-0.084874,0.365462,-0.001162
0.705858,-0.053186,0.076074,-3.49567,-0.084661,0.365353,-0.003029
0.706862,-0.055955,0.077345,-3.25766,-0.084345,0.365145,-0.00508
0.707857,-0.064959,0.082906,-3.10226,-0.084159,0.3649,-0.006445
0.708855,-0.049522,0.083265,-3.18547,-0.084303,0.364709,-0.005548
0.709856,-0.048547,0.075357,-3.35254,-0.084349,0.364535,-0.003654
0.710859,-0.047055,0.074169,-3.5599,-0.084345,0.364747,-0.001904
0.711964,-0.044333,0.064538,-3.79812,-0.08472,0.364952,0.000251
0.712867,-0.057894,0.064021,-3.95316,-0.084723,0.36507,0.001405
0.713846,-0.057662,0.063723,-3.90064,-0.084889,0.365155,0.000808
0.714844,-0.058684,0.06327,-3.73379,-0.084902,0.365327,-0.000982
0.715886,-0.067216,0.067841,-3.51578,-0.084887,0.365354,-0.002938
0.716854,-0.068635,0.07663,-3.29727,-0.084838,0.365334,-0.005108
0.717845,-0.062852,0.073614,-3.12081,-0.084865,0.365073,-0.006671
0.718843,-0.05534,0.078597,-3.16326,-0.084823,0.364839,-0.005953
0.719849,-0.062062,0.074365,-3.34018,-0.084686,0.364816,-0.004284
0.720843,-0.052826,0.077863,-3.53748,-0.084806,0.36488,-0.002413
0.721842,-0.044495,0.07296,-3.76672,-0.084663,0.364951,-0.000148
0.722841,-0.050325,0.067615,-3.9434,-0.084694,0.365209,0.00152
0.723853,-0.057421,0.063031,-3.89055,-0.084894,0.365343,0.000814
0.724872,-0.059095,0.062999,-3.71384,-0.084745,0.365423,-0.000968
0.725846,-0.060064,0.071036,-3.51642,-0.0847,0.365593,-0.002836
0.726847,-0.068394,0.075939,-3.28718,-0.084843,0.365522,-0.005101
0.727884,-0.0695,0.078156,-3.11069,-0.084998,0.365025,-0.00655
0.728846,-0.061384,0.074357,-3.16322,-0.085178,0.364879,-0.005735
0.729843,-0.052646,0.070247,-3.33964,-0.085353,0.364748,-0.004061
0.730873,-0.051542,0.077908,-3.53777,-0.085127,0.364871,-0.002087
0.731874,-0.042144,0.072984,-3.76647,-0.085304,0.364934,0.000184
0.732875,-0.048841,0.067993,-3.93246,-0.085173,0.365101,0.001537
0.733869,-0.049436,0.067024,-3.87039,-0.085023,0.365382,0.000941
0.734864,-0.050847,0.075421,-3.69431,-0.084814,0.365464,-0.000625
0.735871,-0.052319,0.075721,-3.50636,-0.084823,0.365444,-0.002715
0.736867,-0.060409,0.079932,-3.26702,-0.084972,0.36556,-0.004974
0.737864,-0.068997,0.085892,-3.10122,-0.084944,0.365215,-0.006328
0.738871,-0.060646,0.081274,-3.174,-0.085128,0.365262,-0.005532
0.739869,-0.051907,0.077163,-3.35043,-0.085303,0.36513,-0.003858
0.740864,-0.050938,0.069126,-3.54784,-0.085348,0.36496,-0.00199
0.741863,-0.041756,0.064134,-3.77571,-0.085526,0.365024,-4e-05
0.742861,-0.048405,0.067504,-3.94148,-0.085337,0.365193,0.001209
0.743871,-0.056563,0.06307,-3.85882,-0.085217,0.365332,0.000524
0.744864,-0.051976,0.067346,-3.68299,-0.084712,0.36537,-0.001155
0.745863,-0.052769,0.076473,-3.48527,-0.084819,0.365253,-0.003017
0.746866,-0.061711,0.080774,-3.24731,-0.084647,0.365376,-0.00496
0.74787,-0.070346,0.078374,-3.08173,-0.084677,0.365028,-0.006209
0.748863,-0.061538,0.082386,-3.17424,-0.08496,0.364982,-0.005531
0.749862,-0.059911,0.074057,-3.35117,-0.085169,0.364899,-0.003644
0.750863,-0.051179,0.069818,-3.55794,-0.085343,0.364772,-0.001996
0.751874,-0.049061,0.068968,-3.78608,-0.085496,0.364888,6.2e-05
