Timestamp,x,y,z,R,P,Y
0.686055,0.595479,-0.406665,0.488659,1.57157,3.9e-05,-3.14115
0.691013,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.696007,0.595479,-0.406665,0.488659,1.57157,3.9e-05,-3.14115
0.701014,0.595479,-0.406665,0.488659,1.57157,3.9e-05,-3.14115
0.706024,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.711015,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.716024,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.721032,0.595479,-0.406665,0.488659,1.57157,3.9e-05,-3.14115
0.726018,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.731016,0.595479,-0.406665,0.488659,1.57157,3.9e-05,-3.14115
0.736045,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.741021,0.595479,-0.406665,0.488659,1.57157,3.9e-05,-3.14115
0.746009,0.595479,-0.406665,0.488659,1.57157,3.9e-05,-3.14115
0.751015,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.756051,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.761029,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.766032,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.771021,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.776022,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.781023,0.595479,-0.406665,0.488659,1.57157,3.9e-05,-3.14115
0.78602,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.791044,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.796024,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.801023,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.806041,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.811017,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.816018,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.821017,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.826022,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.831015,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.836017,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.841017,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
0.846022,0.595479,-0.406665,0.488659,1.57157,3.8e-05,-3.14115
