Timestamp,X_objerr,Y_objerr
0.00644976,0.0053494,0.000854157,2.86407
0.00696557,0.0053494,0.000854157,2.86407
0.00771434,0.0053494,0.000854157,2.86407
0.00868026,0.0053494,0.000854157,2.86407
0.00969476,0.0053494,0.000854157,2.86407
0.0106554,0.0053494,0.000854157,2.86407
0.0116951,0.0053494,0.000854157,2.86407
0.0126774,0.0053494,0.000854157,2.86407
0.0136711,0.00526948,0.00106861,2.86058
0.014674,0.00526948,0.00106861,2.86058
0.0156332,0.00526948,0.00106861,2.86058
0.0167033,0.00526948,0.00106861,2.86058
0.0176857,0.00526948,0.00106861,2.86058
0.0186643,0.00526948,0.00106861,2.86058
0.01969,0.00526948,0.00106861,2.86058
0.0206702,0.00526948,0.00106861,2.86058
0.0216907,0.00526948,0.00106861,2.86058
0.0226418,0.00526948,0.00106861,2.86058
0.0236766,0.00526948,0.00106861,2.86058
0.02467,0.00526948,0.00106861,2.86058
0.0256853,0.00526948,0.00106861,2.86058
0.0266714,0.00526948,0.00106861,2.86058
0.0276751,0.00526948,0.00106861,2.86058
0.0286864,0.00526948,0.00106861,2.86058
0.0296727,0.00526948,0.00106861,2.86058
0.0306196,0.00526948,0.00106861,2.86058
0.0317037,0.00526948,0.00106861,2.86058
0.032623,0.00526948,0.00106861,2.86058
0.0336438,0.00536385,0.00142748,2.87866
0.0346489,0.00536385,0.00142748,2.87866
0.0357102,0.00536385,0.00142748,2.87866
0.0367289,0.00536385,0.00142748,2.87866
0.037663,0.00536385,0.00142748,2.87866
0.0387217,0.00536385,0.00142748,2.87866
0.0397342,0.00536385,0.00142748,2.87866
0.0406588,0.00536385,0.00142748,2.87866
0.0416684,0.00536385,0.00142748,2.87866
0.0426902,0.00536385,0.00142748,2.87866
0.0436867,0.00536385,0.00142748,2.87866
0.0446854,0.00536385,0.00142748,2.87866
0.0457176,0.00536385,0.00142748,2.87866
0.0467177,0.00536385,0.00142748,2.87866
0.0477661,0.00536385,0.00142748,2.87866
0.0487092,0.00536385,0.00142748,2.87866
0.0497387,0.00536385,0.00142748,2.87866
0.0507453,0.00536385,0.00142748,2.87866
0.0516997,0.00536385,0.00142748,2.87866
0.0526826,0.00536385,0.00142748,2.87866
0.0536841,0.00504282,0.00167722,2.8509
0.0547648,0.00504282,0.00167722,2.8509
0.0556595,0.00504282,0.00167722,2.8509
0.0566305,0.00504282,0.00167722,2.8509
0.057761,0.00504282,0.00167722,2.8509
0.0587349,0.00504282,0.00167722,2.8509
0.0597069,0.00504282,0.00167722,2.8509
0.0607026,0.00504282,0.00167722,2.8509
0.0616665,0.00504282,0.00167722,2.8509
0.0627129,0.00504282,0.00167722,2.8509
0.0637242,0.00504282,0.00167722,2.8509
0.0646503,0.00504282,0.00167722,2.8509
0.0657435,0.00504282,0.00167722,2.8509
0.0666676,0.00504282,0.00167722,2.8509
0.0676755,0.00504282,0.00167722,2.8509
0.0686625,0.00504282,0.00167722,2.8509
0.0696643,0.00504282,0.00167722,2.8509
0.0706761,0.00504282,0.00167722,2.8509
0.071662,0.00504282,0.00167722,2.8509
0.0726785,0.00504282,0.00167722,2.8509
0.0736689,0.00535823,0.00210219,2.89457
0.0746968,0.00535823,0.00210219,2.89457
0.0756892,0.00535823,0.00210219,2.89457
0.0766559,0.00535823,0.00210219,2.89457
0.0777888,0.00535823,0.00210219,2.89457
0.0786325,0.00535823,0.00210219,2.89457
0.0796825,0.00438137,0.00218995,2.97912
0.0807891,0.00438137,0.00218995,2.97912
0.0816622,0.00438137,0.00218995,2.97912
0.0826988,0.00438137,0.00218995,2.97912
0.0837293,0.00438137,0.00218995,2.97912
0.084658,0.00438137,0.00218995,2.97912
0.0856724,0.00438137,0.00218995,2.97912
0.0866753,0.00438137,0.00218995,2.97912
0.0877285,0.00438137,0.00218995,2.97912
0.0886341,0.00438137,0.00218995,2.97912
0.0896966,0.00438137,0.00218995,2.97912
0.0906917,0.00438137,0.00218995,2.97912
0.0916851,0.00438137,0.00218995,2.97912
0.0926852,0.00438137,0.00218995,2.97912
0.0937268,0.00438137,0.00218995,2.97912
0.0946813,0.00427211,0.00250077,2.97515
0.0956934,0.00427211,0.00250077,2.97515
0.0970561,0.00427211,0.00250077,2.97515
