Timestamp,x,y,z,q1,q2,q3,q4
0.70161,0.000531,-0.017081,0.233529,0.999845,-0.008659,-0.013514,-0.007252
0.721601,0.000518,-0.017076,0.233513,0.999822,-0.008755,-0.014823,-0.007702
0.741609,0.000524,-0.017086,0.233515,0.999842,-0.008697,-0.014108,-0.006361
0.761601,0.000532,-0.01708,0.233579,0.999844,-0.008687,-0.012774,-0.008528
0.781597,0.000533,-0.017076,0.233545,0.999842,-0.008599,-0.012836,-0.008801
0.801618,0.000524,-0.017076,0.233525,0.999844,-0.008777,-0.01317,-0.007811
0.821621,0.000532,-0.01708,0.233564,0.999859,-0.008722,-0.01221,-0.007486
0.841603,0.000527,-0.017084,0.233532,0.999845,-0.008732,-0.013475,-0.007194
0.861651,0.000544,-0.017076,0.233562,0.999876,-0.008755,-0.009327,-0.009188
0.881646,0.000524,-0.01708,0.233543,0.999814,-0.00872,-0.015036,-0.008324
0.901642,0.000542,-0.017079,0.233602,0.999867,-0.008775,-0.010616,-0.008738
0.921603,0.000528,-0.017085,0.233527,0.999846,-0.008624,-0.013507,-0.007185
0.94163,0.000531,-0.017073,0.233536,0.99984,-0.008614,-0.013438,-0.008049
0.961611,0.000536,-0.017081,0.233556,0.999862,-0.008663,-0.012264,-0.007073
0.981634,0.000523,-0.01708,0.23353,0.999824,-0.00864,-0.014339,-0.008475
1.00162,0.000533,-0.017082,0.233552,0.999846,-0.008848,-0.012669,-0.008297
1.02163,0.000539,-0.017091,0.233538,0.99986,-0.008984,-0.012095,-0.007287
1.04162,0.000544,-0.01707,0.233557,0.999848,-0.008776,-0.01109,-0.010173
1.06163,0.000522,-0.017081,0.233547,0.999817,-0.008696,-0.015022,-0.008099
1.08162,0.000534,-0.017087,0.23357,0.999856,-0.008878,-0.012347,-0.00759
1.10164,0.000528,-0.017081,0.233518,0.999845,-0.008869,-0.012939,-0.007969
1.12162,0.000531,-0.01707,0.233568,0.999829,-0.008807,-0.01284,-0.010027
1.14168,0.000529,-0.017081,0.233537,0.999871,-0.008785,-0.01175,-0.006538
1.16163,0.000539,-0.017057,0.233196,0.999768,-0.008398,-0.017276,-0.009744
1.18162,0.000502,-0.017044,0.233145,0.999721,-0.008992,-0.017838,-0.012636
1.20164,0.000525,-0.017092,0.233242,0.999779,-0.008911,-0.015346,-0.011249
1.22163,0.000555,-0.017142,0.233323,0.999791,-0.008747,-0.015655,-0.009863
1.24163,0.000536,-0.01709,0.233331,0.999806,-0.008723,-0.014894,-0.009458
1.26164,0.000528,-0.017084,0.233377,0.999805,-0.008519,-0.016137,-0.007606
1.28162,0.000533,-0.017087,0.233465,0.999771,-0.008483,-0.017244,-0.009443
1.3017,0.000548,-0.017089,0.233417,0.999792,-0.008518,-0.016205,-0.008998
1.32167,0.000554,-0.017089,0.233453,0.999834,-0.008852,-0.01412,-0.007401
1.34164,0.000538,-0.017084,0.233481,0.999786,-0.008646,-0.0157,-0.010301
1.36165,0.000548,-0.017093,0.233506,0.999825,-0.008791,-0.014458,-0.007971
1.38164,0.000553,-0.017084,0.233431,0.999851,-0.008632,-0.012996,-0.007347
1.40164,0.000534,-0.017091,0.233465,0.999792,-0.008643,-0.016743,-0.007794
1.42165,0.000564,-0.017097,0.23355,0.999862,-0.00882,-0.011103,-0.008662
1.44163,0.000559,-0.017087,0.233547,0.999866,-0.008735,-0.011686,-0.007386
1.46165,0.000543,-0.017081,0.233536,0.999815,-0.008618,-0.014983,-0.008495
1.48166,0.000543,-0.017091,0.233508,0.999828,-0.008762,-0.015057,-0.006424
1.50167,0.000536,-0.017086,0.233483,0.999787,-0.008522,-0.017786,-0.006157
1.52164,0.000541,-0.017082,0.233552,0.999807,-0.008876,-0.015327,-0.008555
1.54165,0.000554,-0.017078,0.233563,0.999834,-0.008834,-0.012625,-0.009697
1.56164,0.000548,-0.017078,0.233495,0.999826,-0.00867,-0.014664,-0.007628
1.58166,0.000535,-0.017085,0.233414,0.9998,-0.0087,-0.016538,-0.007165
1.60165,0.000552,-0.017084,0.2335,0.999852,-0.00866,-0.012806,-0.007536
1.62163,0.000547,-0.017081,0.233487,0.999841,-0.008828,-0.013946,-0.006703
1.64166,0.000553,-0.017071,0.233521,0.999841,-0.008717,-0.012875,-0.008754
1.6617,0.000526,-0.017085,0.233446,0.999767,-0.008581,-0.019035,-0.005414
1.68161,0.000555,-0.017071,0.233545,0.999836,-0.008845,-0.012155,-0.010139
1.70164,0.000553,-0.017085,0.2335,0.999847,-0.008782,-0.013141,-0.007498
1.72166,0.000544,-0.017074,0.233485,0.999824,-0.008549,-0.014896,-0.007562
1.74166,0.000549,-0.017077,0.233482,0.999833,-0.008765,-0.013823,-0.008082
1.76166,0.000543,-0.017077,0.233487,0.999812,-0.008814,-0.015235,-0.008187
1.78166,0.000547,-0.017073,0.23346,0.999825,-0.008759,-0.014637,-0.00774
1.80164,0.000558,-0.01707,0.233482,0.999854,-0.008763,-0.012659,-0.007416
1.82164,0.000543,-0.017077,0.233452,0.999811,-0.008593,-0.015616,-0.007721
1.84166,0.000539,-0.017079,0.233496,0.999804,-0.008782,-0.016172,-0.00735
1.86162,0.000557,-0.017079,0.233491,0.999868,-0.008905,-0.011703,-0.006889
1.88162,0.000547,-0.01708,0.233481,0.999829,-0.00862,-0.015007,-0.006554
1.90162,0.000551,-0.017093,0.233449,0.999853,-0.008803,-0.013198,-0.00644
1.92161,0.000545,-0.017078,0.233487,0.999837,-0.008754,-0.014361,-0.006559
1.94164,0.000553,-0.017082,0.233453,0.999861,-0.00883,-0.012561,-0.006487
1.96163,0.000545,-0.017086,0.233516,0.999826,-0.008841,-0.014553,-0.007642
1.98162,0.000544,-0.017076,0.233477,0.999815,-0.00855,-0.015082,-0.008327
2.00164,0.000542,-0.017083,0.233477,0.999838,-0.008804,-0.01393,-0.00722
2.02167,0.000556,-0.017075,0.233531,0.999853,-0.008906,-0.012068,-0.008339
2.04167,0.000554,-0.017077,0.23348,0.999859,-0.008741,-0.012664,-0.006752
2.06166,0.000549,-0.017079,0.233518,0.999832,-0.008765,-0.013994,-0.007913
2.08159,0.00054,-0.017082,0.233465,0.999814,-0.008939,-0.015348,-0.007484
2.10162,0.000554,-0.017078,0.233483,0.999838,-0.008832,-0.013555,-0.007835
2.12159,0.000548,-0.017082,0.233516,0.999812,-0.008745,-0.015687,-0.007301
2.14161,0.000546,-0.017073,0.233484,0.999817,-0.00884,-0.013911,-0.009691
2.16159,0.000564,-0.017075,0.233488,0.999886,-0.008938,-0.010018,-0.006931
2.18158,0.000557,-0.017075,0.233517,0.999853,-0.008854,-0.011853,-0.008663
2.20158,0.000556,-0.017072,0.233512,0.999856,-0.008906,-0.011585,-0.008659
2.22158,0.000548,-0.017077,0.233465,0.999848,-0.008809,-0.013419,-0.006799
2.2416,0.000549,-0.017079,0.233422,0.999837,-0.008592,-0.014569,-0.006334
2.26161,0.00054,-0.017079,0.233521,0.99981,-0.008684,-0.015485,-0.008066
2.2816,0.000561,-0.017075,0.233483,0.999874,-0.008629,-0.010793,-0.007767
2.3016,0.000537,-0.017075,0.233453,0.9998,-0.008613,-0.016341,-0.007651
2.32157,0.000558,-0.017078,0.233486,0.999861,-0.008837,-0.011669,-0.008043
2.34161,0.000545,-0.017072,0.233459,0.999818,-0.008652,-0.014463,-0.008986
2.36161,0.00055,-0.017091,0.233376,0.999829,-0.008691,-0.013573,-0.009013
2.38162,0.000463,-0.016954,0.233235,0.999808,-0.009614,-0.013475,-0.010519
2.40158,7.4e-05,-0.016973,0.232432,0.999822,-0.008728,-0.01598,-0.004957
2.42158,-0.001004,-0.017015,0.230316,0.999665,-0.007524,-0.024639,0.002381
2.44161,-0.002834,-0.017003,0.226976,0.999399,-0.006259,-0.032513,0.01023
2.46158,-0.005055,-0.017023,0.222738,0.999013,-0.005908,-0.041916,0.013431
2.48157,-0.007347,-0.017043,0.218399,0.998944,-0.006532,-0.043705,0.01256
2.50158,-0.009094,-0.017044,0.214624,0.999104,-0.008068,-0.04113,0.005794
2.52162,-0.009939,-0.017053,0.212583,0.999054,-0.009613,-0.042174,-0.004431
2.54158,-0.009882,-0.01709,0.21235,0.998985,-0.009087,-0.043136,-0.009217
2.56161,-0.009847,-0.017139,0.212286,0.998944,-0.008788,-0.044056,-0.009662
2.5816,-0.009893,-0.01708,0.212081,0.998844,-0.00956,-0.046355,-0.008391
2.60162,-0.009821,-0.017141,0.212159,0.998808,-0.008822,-0.046766,-0.010852
2.62164,-0.009857,-0.017033,0.211914,0.998792,-0.00945,-0.047469,-0.008459
2.64161,-0.009775,-0.017083,0.211961,0.998716,-0.008776,-0.04863,-0.011176
2.66161,-0.009785,-0.017073,0.211913,0.998762,-0.008836,-0.048062,-0.009284
2.68161,-0.009709,-0.017069,0.211895,0.998717,-0.00851,-0.049098,-0.009061
2.70164,-0.009739,-0.017065,0.212182,0.998823,-0.009175,-0.046494,-0.01034
2.72158,-0.009648,-0.017054,0.212199,0.998907,-0.008626,-0.044968,-0.009354
2.74162,-0.009651,-0.017093,0.212325,0.998876,-0.009112,-0.045926,-0.00745
2.76161,-0.009633,-0.017064,0.21246,0.998994,-0.008963,-0.043511,-0.0062
2.7816,-0.009605,-0.017087,0.212431,0.998887,-0.008849,-0.04573,-0.00739
2.80161,-0.009606,-0.017083,0.212605,0.999013,-0.009248,-0.042686,-0.008037
2.82159,-0.00956,-0.017099,0.212482,0.998941,-0.008912,-0.044748,-0.00593
2.84158,-0.009539,-0.017138,0.212699,0.999006,-0.008945,-0.043217,-0.006333
2.8616,-0.009557,-0.017084,0.212599,0.99896,-0.009383,-0.044147,-0.006429
2.88161,-0.009535,-0.017139,0.212679,0.999052,-0.009558,-0.04202,-0.00614
2.90161,-0.009479,-0.017138,0.212663,0.999019,-0.009314,-0.042894,-0.005877
2.92161,-0.00944,-0.017195,0.212741,0.999023,-0.008855,-0.042794,-0.006541
2.9416,-0.009416,-0.017169,0.213196,0.998981,-0.009238,-0.043359,-0.008439
2.96162,-0.009284,-0.017146,0.213583,0.998708,-0.008885,-0.048808,-0.011003
2.98161,-0.008941,-0.017131,0.215425,0.998637,-0.009227,-0.048632,-0.016532
3.0016,-0.008291,-0.017076,0.21994,0.999002,-0.009213,-0.041264,-0.01443
3.0216,-0.007974,-0.017041,0.221872,0.999115,-0.008992,-0.038724,-0.013719
3.0416,-0.007641,-0.01707,0.223083,0.999344,-0.008823,-0.033841,-0.009454
3.0616,-0.007659,-0.017009,0.223081,0.999407,-0.009117,-0.032232,-0.007988
3.0816,-0.007681,-0.016972,0.223039,0.999298,-0.009591,-0.035035,-0.009221
3.10162,-0.007612,-0.017041,0.223032,0.999288,-0.008529,-0.035698,-0.008697
3.12165,-0.007646,-0.017036,0.223064,0.999296,-0.008984,-0.035283,-0.008998
3.14158,-0.00763,-0.017063,0.223115,0.99932,-0.008851,-0.034882,-0.008079
3.16158,-0.007619,-0.01707,0.22314,0.999365,-0.008805,-0.033564,-0.00804
3.18158,-0.007626,-0.017047,0.223106,0.999331,-0.00877,-0.034461,-0.008516
3.20157,-0.007628,-0.017049,0.223056,0.999292,-0.008745,-0.03558,-0.008561
3.22158,-0.007616,-0.017052,0.223128,0.999358,-0.00897,-0.033598,-0.008584
3.24158,-0.007619,-0.017061,0.223165,0.999382,-0.008689,-0.03303,-0.00834
3.26157,-0.007622,-0.017063,0.223159,0.999361,-0.008817,-0.033738,-0.007863
3.28157,-0.007617,-0.017067,0.22314,0.999366,-0.0089,-0.03377,-0.006985
3.30157,-0.007618,-0.017072,0.22318,0.999418,-0.008817,-0.032278,-0.006564
3.32159,-0.007617,-0.017053,0.223175,0.999354,-0.008658,-0.033533,-0.00956
3.34161,-0.007611,-0.017067,0.223175,0.999407,-0.008731,-0.032437,-0.007544
3.36159,-0.007622,-0.017055,0.223125,0.999346,-0.008789,-0.033992,-0.008656
3.38157,-0.007618,-0.017061,0.223129,0.999344,-0.008786,-0.033907,-0.009222
3.40157,-0.007618,-0.017058,0.223079,0.999329,-0.008669,-0.034772,-0.007623
3.42156,-0.007616,-0.017068,0.223147,0.999412,-0.008819,-0.032454,-0.006618
3.44157,-0.007623,-0.017056,0.223061,0.999304,-0.008722,-0.035302,-0.008303
3.46158,-0.007619,-0.017066,0.223137,0.999353,-0.008565,-0.034068,-0.00774
3.48158,-0.007613,-0.017054,0.223188,0.999396,-0.008661,-0.032474,-0.008865
3.50159,-0.007617,-0.017064,0.223162,0.999393,-0.008777,-0.032723,-0.008163
3.5216,-0.007619,-0.017067,0.223114,0.999366,-0.008461,-0.033963,-0.006571
3.54162,-0.007621,-0.017057,0.223114,0.999346,-0.00866,-0.034153,-0.00818
3.56162,-0.007622,-0.017067,0.223175,0.999374,-0.008743,-0.03357,-0.006963
3.5816,-0.007624,-0.017064,0.223146,0.999351,-0.008591,-0.034124,-0.007726
3.60162,-0.007617,-0.017055,0.22316,0.999371,-0.008674,-0.033409,-0.008097
3.62162,-0.007623,-0.017056,0.223138,0.999356,-0.008598,-0.033937,-0.00793
3.64162,-0.007617,-0.017062,0.223145,0.999369,-0.008588,-0.033693,-0.007204
3.66163,-0.00762,-0.017053,0.223184,0.99937,-0.008692,-0.033208,-0.009053
3.68161,-0.007626,-0.01706,0.223109,0.999322,-0.008641,-0.035047,-0.007251
3.70162,-0.00762,-0.017054,0.223103,0.999339,-0.008807,-0.034364,-0.007969
3.72162,-0.007619,-0.017064,0.223183,0.999362,-0.008506,-0.033836,-0.007643
3.74162,-0.00762,-0.017057,0.22317,0.999348,-0.008644,-0.034101,-0.008087
3.76164,-0.007619,-0.017055,0.223145,0.999351,-0.008635,-0.033871,-0.008751
3.78168,-0.007626,-0.01706,0.223147,0.999338,-0.008637,-0.034348,-0.008286
3.80161,-0.007624,-0.017054,0.223163,0.999351,-0.008678,-0.03409,-0.00776
3.82162,-0.007618,-0.017055,0.223132,0.99938,-0.008725,-0.033171,-0.007939
3.84161,-0.007623,-0.017056,0.223108,0.999316,-0.008692,-0.035215,-0.007236
3.86162,-0.007615,-0.017055,0.223153,0.999379,-0.008674,-0.033134,-0.008329
3.88162
3.90162
3.92161
3.9416
