Timestamp,vx,vy,vz,wx,wy,wz
0.709317,-0,6e-06,1.7e-05,-1.8e-05,-1.7e-05,-2.4e-05
0.714254,-5e-06,-5e-06,-4e-06,3.2e-05,-3.1e-05,3e-05
0.719231,6e-06,6e-06,-1.2e-05,-1.4e-05,2.5e-05,-1.2e-05
0.724241,2e-06,-1e-06,8e-06,-8e-06,1.2e-05,-6e-06
0.729266,4e-06,2e-06,-1.3e-05,1e-06,2.2e-05,6e-06
0.734238,-4e-06,-5e-06,-4e-06,-9e-06,-7e-06,-2.4e-05
0.739279,-1.1e-05,-1.6e-05,0,-9e-06,7e-06,-1.8e-05
0.744244,5e-06,8e-06,4e-06,1.5e-05,-1.8e-05,6e-06
0.749249,-2e-06,4e-06,1.3e-05,-2e-06,-2.7e-05,3.6e-05
0.754248,-2e-06,-4e-06,-0,0,-0,-2.4e-05
0.75929,0,-3e-06,-2e-06,1.4e-05,1.6e-05,1.8e-05
0.764252,4e-06,9e-06,6e-06,-7e-06,-2e-05,-6e-06
0.769265,-1e-06,-3e-06,-4e-06,-6e-06,1e-05,-1.8e-05
0.77426,0,2e-06,0,-0,-0,3.6e-05
0.779263,5e-06,-6e-06,-1e-05,2.6e-05,8e-06,-1.2e-05
0.784243,1e-05,2.2e-05,-4e-06,-2.5e-05,1.3e-05,1.8e-05
0.789268,-9e-06,-1.2e-05,4e-06,6e-06,-1e-05,-1.8e-05
0.794256,-6e-06,-7e-06,-0,-1e-06,-6e-06,-1.2e-05
0.799263,-1e-06,1e-06,8e-06,9e-06,-9e-06,-6e-06
0.804277,3e-06,6e-06,2e-06,-1.5e-05,4e-06,3.6e-05
0.809269,-2e-06,-7e-06,-8e-06,1e-05,6e-06,-1.2e-05
0.814273,2e-06,1e-06,8e-06,-8e-06,1.2e-05,-1.8e-05
0.819261,-2e-06,6e-06,4e-06,2e-06,-3.4e-05,1.2e-05
0.824256,3e-06,-3e-06,-4e-06,-2e-06,3.4e-05,-6e-06
0.829257,3e-06,-0,-1.3e-05,1e-06,2.2e-05,0
0.834257,-2e-06,-2e-06,4e-06,-4e-06,-9e-06,1.2e-05
0.839263,-2e-06,-2e-06,-4e-06,1e-06,-9e-06,-2.4e-05
0.84425,3e-06,1.2e-05,1.2e-05,-4e-06,-1.6e-05,2.4e-05
0.849257,-1e-06,-1e-06,-0,-1e-05,-4e-06,-6e-06
0.854244,-1e-06,-0,-8e-06,1.8e-05,-7e-06,-6e-06
0.859257,1e-06,1e-06,1e-05,-5e-06,7e-06,1.2e-05
0.864248,3e-06,-0,0,3e-06,1.8e-05,0
0.869273,0,-2e-06,-2e-06,-3e-06,5e-06,-6e-06
0.874248,5e-06,1.5e-05,0,-1.2e-05,-1.6e-05,4.2e-05
0.879259,-3e-06,-5e-06,-0,1e-05,-1e-06,-2.4e-05
0.884286,-5e-06,-9e-06,-0,0,0,-4.8e-05
0.889264,1e-06,3e-06,-4e-06,-7e-06,4e-06,3.6e-05
0.89426,3e-06,-3e-06,-0,4e-06,2.4e-05,-6e-06
0.899259,-1e-06,3e-06,4e-06,-3e-06,-9e-06,-6e-06
0.904275,-7e-06,-1e-06,8e-06,-1.2e-05,-1.8e-05,1.2e-05
0.909243,-3e-06,-1.4e-05,-8e-06,1.2e-05,1.8e-05,-2.4e-05
0.914249,-6e-06,-7e-06,-4e-06,-1.8e-05,-6e-06,-3e-05
0.919251,5e-06,3e-06,1.2e-05,8e-06,-0,3.6e-05
0.924272,8e-06,1.1e-05,-1.1e-05,4e-06,1.6e-05,6e-06
0.929266,4e-06,9e-06,8e-06,-1e-05,-6e-06,1.2e-05
0.934284,-1e-06,-3e-06,-4e-06,1.6e-05,-4e-06,-0
0.939256,0,-4e-06,-7e-06,-1.2e-05,2.1e-05,-1.2e-05
0.94431,-4e-06,2e-06,1.2e-05,-4e-06,-1.6e-05,6e-06
0.949262,-2e-06,-8e-06,-1.2e-05,1.2e-05,3e-06,-1.2e-05
0.954239,2e-06,5e-06,8e-06,-1.8e-05,7e-06,6e-06
0.959236,-5e-06,-1e-06,9e-06,1.2e-05,-4.4e-05,3e-05
0.964244,1.3e-05,1.1e-05,-1.3e-05,-9e-06,5.3e-05,6e-06
0.969245,-6e-06,-1.2e-05,-4e-06,1.6e-05,-4e-06,-3.6e-05
0.974242,5e-06,9e-06,4e-06,-2.6e-05,6e-06,6e-06
0.979244,2e-06,1e-06,-1e-05,7e-06,1.1e-05,-6e-06
0.984236,-4e-06,-2e-06,1.3e-05,-1e-06,-2.2e-05,6e-06
0.989243,2e-06,3e-06,-4e-06,-6e-06,1e-05,2.4e-05
0.994237,-9e-06,-9e-06,4e-06,1.3e-05,-3e-05,-3e-05
0.999238,7e-06,5e-06,4e-06,-3e-06,1.5e-05,2.4e-05
1.00426,-2e-06,-3e-06,-4e-06,-4e-06,4e-06,-2.4e-05
1.00924,1e-06,5e-06,4e-06,6e-06,-1e-05,1.2e-05
1.01424,3e-06,1e-06,-4e-06,-8e-06,1.6e-05,1.8e-05
1.01924,-7e-06,-1e-05,-4e-06,-4e-06,4e-06,-4.8e-05
1.02427,-4e-06,-5e-06,4e-06,6e-06,-1e-05,2.4e-05
1.02925,2e-06,2e-06,4e-06,-5e-06,-3e-06,-1.8e-05
1.03424,4e-06,5e-06,-0,1.1e-05,-7e-06,1.2e-05
1.03924,4e-06,7e-06,-4e-06,-6e-06,1e-05,3e-05
1.04424,9e-06,1.2e-05,-4e-06,-6e-06,1e-05,-1.2e-05
1.04924,-5e-06,-6e-06,-0,-2e-06,-1.2e-05,-0
1.05425,-9e-06,-1.2e-05,0,0,-0,-3e-05
1.05924,-7e-06,-5e-06,7e-06,1.1e-05,-2.7e-05,6e-06
1.06424,-3e-06,-1.2e-05,-4e-06,6e-06,2.7e-05,-3e-05
1.06924,4e-06,1e-05,8e-06,-2e-05,-5e-06,2.4e-05
1.07424,-1e-06,1e-06,-4e-06,2e-06,-2.1e-05,0
1.07925,9e-06,6e-06,-8e-06,3e-06,3.7e-05,0
1.08425,-2e-06,1e-06,4e-06,3e-06,-2.8e-05,-0
1.08929,7e-06,6e-06,-4e-06,-3e-06,2.8e-05,4.2e-05
1.09425,-5e-06,-3e-06,4e-06,3e-06,-2.8e-05,-2.4e-05
1.09924,9e-06,1e-05,4e-06,7e-06,1.3e-05,1.8e-05
1.10427,-1e-05,-1.1e-05,-4e-06,2e-06,-1.5e-05,-0
1.10924,-3e-06,-7e-06,4e-06,-1e-06,9e-06,-3e-05
1.11423,5e-06,8e-06,-4e-06,-8e-06,-1e-06,1.2e-05
1.11923,-6e-06,-6e-06,0,9e-06,-7e-06,-6e-06
1.12424,4e-06,-2e-06,-4e-06,-3e-06,2.8e-05,-1.8e-05
1.1293,-7e-06,-3e-06,0,-1.2e-05,-1.6e-05,2.4e-05
1.13425,6e-06,4e-06,4e-06,1.8e-05,6e-06,1.2e-05
1.13926,-6e-06,-5e-06,-0,-4e-06,-2.4e-05,-1.2e-05
1.14425,1.1e-05,1.2e-05,0,-6e-06,2.5e-05,0
1.14925,-8e-06,-8e-06,-4e-06,1e-06,-9e-06,-1.2e-05
1.15425,3e-06,0,4e-06,-2e-06,2.1e-05,0
1.15925,7e-06,9e-06,-4e-06,-5e-06,-1e-06,1.2e-05
1.16424,-1e-05,-6e-06,1.2e-05,-7e-06,-3.4e-05,6e-06
1.16925,3e-06,4e-06,-1.2e-05,4e-06,1.6e-05,1.2e-05
1.17424,3e-06,-5e-06,-2e-06,-0,2.3e-05,-3e-05
1.17926,-3e-06,2e-06,2e-06,0,-2.3e-05,-6e-06
1.18429,1e-06,-1e-06,4e-06,9e-06,7e-06,-0
1.18924,-8e-06,-1.4e-05,0,-5e-06,-1.2e-05,0
1.19425,1e-06,1e-05,-0,1.1e-05,-8e-06,3e-05
1.19925,-4e-06,-1.2e-05,-4e-06,-1.6e-05,1.2e-05,-6e-05
