Timestamp,fx,fy,fz,mx,my,mz
0.713391,0.04902,0.190745,-4.07512,-0.35245,0.283446,0.007169
0.713957,0.033007,0.199059,-3.8678,-0.352252,0.283625,0.005308
0.714947,0.030898,0.199516,-3.68207,-0.351939,0.283612,0.003854
0.715942,0.02242,0.212576,-3.4335,-0.351865,0.283639,0.001819
0.716954,0.029256,0.209383,-3.38262,-0.351886,0.283391,0.001756
0.717957,0.04475,0.217709,-3.50803,-0.351812,0.283307,0.003153
0.71895,0.039042,0.204966,-3.71496,-0.352054,0.283277,0.004905
0.719945,0.047364,0.200456,-3.90179,-0.352071,0.283246,0.006567
0.720944,0.049845,0.191516,-4.1501,-0.35244,0.283263,0.008716
0.721961,0.042095,0.186702,-4.1905,-0.352316,0.283416,0.008569
0.72294,0.041041,0.18688,-4.06493,-0.352322,0.283403,0.007068
0.723941,0.031852,0.191743,-3.86741,-0.352143,0.283343,0.005092
0.724953,0.029944,0.192532,-3.67045,-0.351989,0.283231,0.00333
0.725939,0.020574,0.206705,-3.42212,-0.351747,0.282978,0.001296
0.726935,0.027908,0.211119,-3.39211,-0.351713,0.282924,0.00143
0.727935,0.035833,0.215852,-3.52728,-0.351668,0.282701,0.002712
0.728945,0.03754,0.214732,-3.73548,-0.351663,0.282913,0.004783
0.729939,0.053794,0.205726,-3.93271,-0.351867,0.282921,0.00665
0.730934,0.048383,0.200259,-4.17176,-0.351896,0.283185,0.008908
0.731935,0.048793,0.200529,-4.1917,-0.352053,0.28309,0.008895
0.732945,0.041257,0.186947,-4.06577,-0.352321,0.283402,0.007389
0.733946,0.032308,0.191119,-3.85816,-0.352148,0.28353,0.00542
0.73496,0.017123,0.200104,-3.66038,-0.352265,0.283514,0.003558
0.735937,0.02275,0.205638,-3.42218,-0.352236,0.283249,0.001621
0.736944,0.022515,0.206458,-3.40192,-0.352231,0.283057,0.001641
0.737937,0.031091,0.21077,-3.54695,-0.352348,0.282925,0.002915
0.738937,0.032952,0.20162,-3.74412,-0.352562,0.283035,0.004783
0.739943,0.04112,0.20514,-3.94197,-0.352361,0.283106,0.006648
0.740939,0.050102,0.199816,-4.18107,-0.35238,0.283269,0.008906
0.741938,0.050161,0.197905,-4.20163,-0.352232,0.283749,0.00888
0.742939,0.041995,0.193864,-4.07655,-0.352272,0.283785,0.007592
0.743938,0.025766,0.202111,-3.86839,-0.352074,0.283965,0.00541
0.744945,0.024034,0.20399,-3.67112,-0.352072,0.283565,0.003653
0.745944,0.022621,0.212908,-3.42226,-0.352024,0.28354,0.00151
0.746947,0.022998,0.214331,-3.41072,-0.352336,0.283153,0.001208
0.747952,0.031317,0.210342,-3.52478,-0.352513,0.283015,0.002292
0.748943,0.033201,0.210313,-3.73267,-0.352662,0.282938,0.00437
0.749942,0.049091,0.209397,-3.90974,-0.352649,0.283046,0.006146
0.750952,0.050544,0.199456,-4.15974,-0.352544,0.283358,0.008604
0.75197,0.050343,0.199124,-4.17098,-0.352385,0.283457,0.008912
0.752965,0.041156,0.203466,-4.04623,-0.352045,0.283504,0.007514
0.753953,0.032161,0.199277,-3.83883,-0.351931,0.283629,0.00565
0.754959,0.030516,0.208494,-3.64249,-0.351717,0.283519,0.004103
0.755951,0.021117,0.213418,-3.41379,-0.351539,0.283455,0.001833
0.756956,0.028412,0.218856,-3.38264,-0.351659,0.283115,0.001653
0.75795,0.036678,0.206378,-3.52725,-0.351895,0.282978,0.002815
0.758951,0.038345,0.206282,-3.73431,-0.352044,0.282902,0.004572
0.759957,0.047494,0.202441,-3.93068,-0.352376,0.282675,0.006233
0.76095,0.04959,0.192472,-4.14812,-0.352594,0.282976,0.00808
0.76195,0.042055,0.187726,-4.18936,-0.352469,0.283129,0.008254
0.762949,0.041505,0.19564,-4.05431,-0.352421,0.283306,0.006976
0.763949,0.032068,0.191811,-3.86825,-0.352143,0.283342,0.005413
0.764956,0.031105,0.199976,-3.64049,-0.352098,0.283509,0.003571
0.76595,0.022185,0.213397,-3.41325,-0.35186,0.283447,0.001838
0.766954,0.036818,0.212848,-3.40321,-0.351856,0.283534,0.001845
0.76795,0.038073,0.213002,-3.51755,-0.352009,0.283448,0.003037
0.768951,0.039741,0.212906,-3.7246,-0.352158,0.283372,0.004794
0.769956,0.049131,0.208374,-3.91088,-0.352496,0.283333,0.006461
0.770949,0.051195,0.199035,-4.16959,-0.352707,0.28345,0.008597
0.771957,0.043861,0.19462,-4.1996,-0.352741,0.283503,0.008462
0.772943,0.04276,0.186437,-4.07424,-0.352806,0.283487,0.007066
0.773939,0.033812,0.190609,-3.86663,-0.352633,0.283615,0.005097
0.774947,0.024839,0.19554,-3.66995,-0.352453,0.283554,0.003442
0.775937,0.030096,0.209036,-3.44193,-0.352207,0.283392,0.001389
0.776942,0.036732,0.205511,-3.40228,-0.352069,0.283244,0.001635
0.777939,0.036941,0.214807,-3.52788,-0.351835,0.28298,0.003032
0.778938,0.038561,0.206349,-3.73515,-0.352043,0.282901,0.004893
0.779945,0.046922,0.200816,-3.92312,-0.351906,0.283158,0.006869
0.780941,0.041055,0.195973,-4.17142,-0.35193,0.283235,0.0088
0.781942,0.048114,0.191702,-4.20148,-0.351955,0.283187,0.008666
0.782938,0.047253,0.182827,-4.06602,-0.352025,0.283359,0.007275
0.783948,0.031201,0.192165,-3.85756,-0.35198,0.283251,0.0051
