Timestamp,vx,vy,vz,wx,wy,wz
1.31242,4e-06,2e-06,-0,-0,0,0
1.31733,-1e-06,6e-06,0,0,-0,1.8e-05
1.32235,-6e-06,-2e-05,-0,3.8e-05,-2.3e-05,-3.6e-05
1.32733,-1e-06,-8e-06,2e-06,-1.6e-05,1.6e-05,-1.2e-05
1.33233,-5e-06,-1e-06,2e-06,3e-06,-5e-06,-2.4e-05
1.33735,1e-05,7e-06,-2e-06,-1.9e-05,2.6e-05,1.8e-05
1.34232,-7e-06,1e-06,-6e-06,-0,-1e-05,2.4e-05
1.34732,1.1e-05,9e-06,-8e-06,1.3e-05,2.4e-05,1.8e-05
1.35233,-2e-06,-1e-06,-2e-06,4e-06,-1.4e-05,-0
1.35733,-6e-06,-1e-06,1.4e-05,-2.2e-05,-1.3e-05,-3.6e-05
1.36233,2e-06,-1e-06,7e-06,1.5e-05,-3e-06,4.8e-05
1.36732,-7e-06,-4e-06,0,-3e-06,-1.8e-05,-2.4e-05
1.37233,9e-06,1.2e-05,-4e-06,-6e-06,1e-05,6e-06
1.37734,1e-05,7e-06,-4e-06,8e-06,2.1e-05,2.4e-05
1.38234,-1.2e-05,-1.1e-05,0,-3e-06,-1.8e-05,-1.8e-05
1.38734,-5e-06,-1.8e-05,-1e-05,7e-06,1.1e-05,-3.6e-05
1.39235,7e-06,1.9e-05,8e-06,-1e-05,-6e-06,2.4e-05
1.39735,-4e-06,-9e-06,2e-06,3e-06,-5e-06,-1.8e-05
1.40234,-2e-06,-6e-06,0,2.2e-05,1.5e-05,4.2e-05
1.40735,-1e-06,1.3e-05,0,-2.1e-05,-1.5e-05,1.2e-05
1.41237,6e-06,5e-06,4e-06,4e-06,-4e-06,-2.4e-05
1.41735,-8e-06,-1.1e-05,-0,2e-06,-6e-06,-6e-06
1.42233,-1e-06,0,-4e-06,5e-06,3e-06,-6e-06
1.42733,2e-06,2e-06,6e-06,-5e-06,-2.6e-05,-6e-06
1.43235,8e-06,5e-06,0,5e-06,3.6e-05,5.4e-05
1.43734,-3e-06,-4e-06,-6e-06,-1.2e-05,-2e-06,-5.4e-05
1.44235,-4e-06,-3e-06,-2e-06,1.7e-05,-2.7e-05,1.2e-05
1.44737,9e-06,1e-05,2e-06,-1.7e-05,2.7e-05,0
1.45235,-1e-05,-1.8e-05,-1.2e-05,1.6e-05,9e-06,-2.4e-05
1.45734,6e-06,1.3e-05,8e-06,1e-06,-1.3e-05,2.4e-05
1.46236,-5e-06,-3e-06,1.4e-05,-1.4e-05,-2.6e-05,-1.2e-05
1.46739,0,-1e-06,4e-06,8e-06,1e-06,-0
1.47238,1e-06,3e-06,-4e-06,-3e-06,2.8e-05,-6e-06
1.47737,5e-06,1.5e-05,0,-5e-06,-3e-05,1.2e-05
1.48239,3e-06,-0,-8e-06,3e-06,1.9e-05,4.2e-05
1.48736,-9e-06,-1.8e-05,-2e-06,-5e-06,1.1e-05,-4.8e-05
1.49238,-4e-06,-6e-06,-8e-06,2.2e-05,-1e-06,1.2e-05
1.49737,4e-06,0,4e-06,-1.7e-05,5e-06,-4.2e-05
1.50237,2e-06,-2e-06,2e-06,1.4e-05,-1.2e-05,-6e-06
1.50737,-4e-06,1e-06,4e-06,-5e-06,-3e-06,6e-06
1.51239,-1e-06,-4e-06,4e-06,-5e-06,-3e-06,-1.2e-05
1.51737,5e-06,5e-06,-1.5e-05,-2e-06,2.7e-05,1.2e-05
1.52236,-1e-06,-0,2e-06,3e-06,-5e-06,-0
1.52737,2e-06,8e-06,1.2e-05,-4e-06,-1.6e-05,1.2e-05
1.53238,7e-06,1.3e-05,2e-06,3e-06,-5e-06,2.4e-05
1.53736,6e-06,4e-06,2e-06,-5e-06,2e-05,6e-06
1.54236,-8e-06,-6e-06,-2e-06,6e-06,-2e-05,2.4e-05
1.54737,-2e-06,-2e-06,-6e-06,-1.1e-05,4e-06,-1.8e-05
1.55237,2e-06,-7e-06,-1.2e-05,6e-06,2.8e-05,0
1.55736,-2e-06,-3e-06,4e-06,6e-06,-1e-05,-3.6e-05
1.56236,-4e-06,-1.4e-05,-8e-06,-1e-06,1.3e-05,-1.2e-05
1.56736,5e-06,1.8e-05,6e-06,-4e-06,-2e-05,4.8e-05
1.57237,0,2e-06,1e-05,4e-06,-1e-06,-6e-06
1.57737,-0,3e-06,-8e-06,1e-06,7e-06,4.2e-05
1.58237,7e-06,7e-06,4e-06,-2e-06,1.5e-05,-1.8e-05
1.58736,3e-06,7e-06,-2e-06,-1.4e-05,1.2e-05,2.4e-05
1.59237,-5e-06,-1.1e-05,-1.4e-05,2.1e-05,-1.1e-05,-1.8e-05
1.59738,-3e-06,-1e-06,1.9e-05,-2.6e-05,-1.5e-05,-1.2e-05
1.60238,1e-06,-1e-06,-4e-06,1.6e-05,-4e-06,-0
1.60737,1e-06,-1e-06,0,-1.1e-05,7e-06,-6e-06
1.61238,7e-06,1.4e-05,-2e-06,-1.2e-05,7e-06,2.4e-05
1.61737,-4e-06,-1.1e-05,-1.2e-05,2.5e-05,8e-06,-2.4e-05
1.62238,-4e-06,-8e-06,4e-06,-5e-06,-3e-06,-3.6e-05
1.6274,1e-06,7e-06,4e-06,-1.6e-05,4e-06,3e-05
1.63238,0,-7e-06,4e-06,-5e-06,-3e-06,-2.4e-05
1.63738,-1e-06,4e-06,0,0,-0,1.2e-05
1.64238,2e-06,7e-06,4e-06,6e-06,-1e-05,1.8e-05
1.64738,1e-05,1.6e-05,-8e-06,-1e-06,1.3e-05,1.2e-05
1.65237,-6e-06,-4e-06,8e-06,-1.1e-05,-2.4e-05,1.8e-05
1.65738,2e-06,-6e-06,-1e-05,6e-06,1.7e-05,-2.4e-05
1.66238,1.1e-05,3e-06,-1.5e-05,3e-06,5.6e-05,1.8e-05
1.66738,-5e-06,6e-06,6e-06,-1.4e-05,-2.5e-05,-1.8e-05
1.67237,-0,-1.5e-05,4e-06,7e-06,1.4e-05,-1.8e-05
1.67738,-9e-06,-5e-06,-2e-06,-6e-06,-1.3e-05,-6e-06
1.68238,1e-06,1.4e-05,1e-05,-5e-06,-1.7e-05,1.2e-05
1.68737,-0,1e-06,-4e-06,-8e-06,-1e-06,1.8e-05
1.69242,1e-06,-7e-06,-0,2e-06,1.2e-05,-1.8e-05
1.69744,-4e-06,-0,-0,1.8e-05,-2.7e-05,6e-06
1.70241,0,0,1.2e-05,-2.4e-05,1.6e-05,-6e-06
1.70744,-2e-06,-1.1e-05,-1.2e-05,1.5e-05,9e-06,-3.6e-05
1.71241,7e-06,1e-05,-9e-06,-1.7e-05,1.4e-05,3e-05
1.71742,7e-06,1.5e-05,4e-06,8e-06,1e-06,4.8e-05
1.72241,2e-06,-8e-06,-1.1e-05,-7e-06,2.4e-05,-3.6e-05
1.72741,-4e-06,2e-06,-7e-06,-1.2e-05,2.1e-05,4.2e-05
1.73241,-1.1e-05,-1.8e-05,9e-06,1.1e-05,-3.2e-05,-5.4e-05
1.73741,5e-06,1.5e-05,8e-06,-2e-05,-5e-06,1.2e-05
1.74241,-0,-4e-06,4e-06,6e-06,-1e-05,-1.2e-05
1.74742,6e-06,4e-06,-4e-06,-4e-06,2.2e-05,-1.2e-05
1.75241,-0,1.2e-05,0,-2e-06,-1.2e-05,7.8e-05
1.75741,-0,-1.1e-05,-4e-06,-6e-06,1.1e-05,-3e-05
1.76241,4e-06,5e-06,-8e-06,1.2e-05,1.8e-05,-0
1.76742,7e-06,8e-06,8e-06,-8e-06,1.2e-05,-0
1.77242,-1e-06,-5e-06,-1.2e-05,2e-06,-1e-06,-3e-05
1.77741,-7e-06,-1.2e-05,1e-05,-5e-06,7e-06,6e-06
1.78242,1e-06,5e-06,-8e-06,8e-06,-1.2e-05,0
1.78745,-1e-06,2e-06,-2e-06,-3e-06,5e-06,6e-06
1.79242,-0,-3e-06,1e-05,1.1e-05,-1.4e-05,-2.4e-05
1.7974,-4e-06,1e-06,0,-1.9e-05,3e-06,3e-05
1.80242,5e-06,3e-06,-0,3e-06,1.8e-05,6e-06
