Timestamp,X_objerr,Y_objerr
0.00684209,0.00484949,0.000614612,230.607
0.00787503,0.00484949,0.000614612,230.607
0.00889562,0.00484949,0.000614612,230.607
0.00984489,0.00484949,0.000614612,230.607
0.012684,0.00484949,0.000614612,230.607
0.0127399,0.00484949,0.000614612,230.607
0.012825,0.00484949,0.000614612,230.607
0.013882,0.00484949,0.000614612,230.607
0.014822,0.00484949,0.000614612,230.607
0.0158277,0.00484949,0.000614612,230.607
0.0168316,0.00484949,0.000614612,230.607
0.0178299,0.00484949,0.000614612,230.607
0.0188275,0.00484949,0.000614612,230.607
0.0199243,0.00484949,0.000614612,230.607
0.0208424,0.00484949,0.000614612,230.607
0.0218379,0.00484949,0.000614612,230.607
0.0228107,0.0048494,0.00061459,232.663
0.0238465,0.0048494,0.00061459,232.663
0.0248081,0.0048494,0.00061459,232.663
0.025831,0.0048494,0.00061459,232.663
0.0268165,0.0048494,0.00061459,232.663
0.027816,0.0048494,0.00061459,232.663
0.0288067,0.0048494,0.00061459,232.663
0.0298111,0.0048494,0.00061459,232.663
0.0308291,0.0048494,0.00061459,232.663
0.031818,0.0048494,0.00061459,232.663
0.0328236,0.0048494,0.00061459,232.663
0.0338259,0.0048494,0.00061459,232.663
0.0348299,0.0048494,0.00061459,232.663
0.0358589,0.0048494,0.00061459,232.663
0.036823,0.0048494,0.00061459,232.663
0.0378241,0.0048494,0.00061459,232.663
0.0388551,0.0048494,0.00061459,232.663
0.0398046,0.0048494,0.00061459,232.663
0.040811,0.0048494,0.00061459,232.663
0.0418366,0.0048494,0.00061459,232.663
0.042831,0.00484932,0.000614568,232.663
0.0438415,0.00484932,0.000614568,232.663
0.0448115,0.00484932,0.000614568,232.663
0.0458175,0.00484932,0.000614568,232.663
0.0468887,0.00484932,0.000614568,232.663
0.0478162,0.00484932,0.000614568,232.663
0.0488193,0.00484932,0.000614568,232.663
0.0498111,0.00484932,0.000614568,232.663
0.0508281,0.00484932,0.000614568,232.663
0.0518228,0.00484932,0.000614568,232.663
0.0528329,0.00484932,0.000614568,232.663
0.0538414,0.00484932,0.000614568,232.663
0.0548155,0.00484932,0.000614568,232.663
0.0558188,0.00484932,0.000614568,232.663
0.0568209,0.00484932,0.000614568,232.663
0.0578134,0.00484932,0.000614568,232.663
0.0589224,0.00484932,0.000614568,232.663
0.0598667,0.00484932,0.000614568,232.663
0.0608563,0.00484932,0.000614568,232.663
0.0618474,0.00484932,0.000614568,232.663
0.0628215,0.00484923,0.000614548,232.663
0.0638549,0.00484923,0.000614548,232.663
0.0648818,0.00484923,0.000614548,232.663
0.0658709,0.00484923,0.000614548,232.663
0.0668726,0.00484923,0.000614548,232.663
0.0678206,0.00484923,0.000614548,232.663
0.068831,0.00484923,0.000614548,232.663
