Timestamp,x,y,z,q1,q2,q3,q4
0.72433,-0.074717,-0.015958,0.231011,0.999882,-0.009246,0.012105,-0.002044
0.744322,-0.074725,-0.015957,0.231032,0.999883,-0.009196,0.012001,-0.00216
0.76432,-0.074705,-0.015959,0.230987,0.999884,-0.009432,0.011928,-0.001228
0.784358,-0.074727,-0.015959,0.231083,0.999869,-0.009242,0.013082,-0.002109
0.804361,-0.074707,-0.015955,0.230999,0.999878,-0.009565,0.012338,-0.001102
0.824335,-0.074721,-0.015952,0.23104,0.999879,-0.009355,0.012184,-0.002243
0.84434,-0.074713,-0.015957,0.23101,0.999878,-0.009303,0.012418,-0.001792
0.864338,-0.074716,-0.015949,0.231022,0.999875,-0.009259,0.012572,-0.002381
0.884347,-0.074702,-0.015957,0.230977,0.999888,-0.009413,0.01159,-0.001294
0.904367,-0.074739,-0.01596,0.23109,0.999873,-0.009369,0.012772,-0.002008
0.92432,-0.074722,-0.015957,0.231054,0.999874,-0.009327,0.012763,-0.001699
0.944361,-0.074713,-0.015955,0.230998,0.999884,-0.009305,0.011945,-0.001832
0.964372,-0.074701,-0.015954,0.230979,0.999886,-0.009182,0.011813,-0.002031
0.984367,-0.074719,-0.015954,0.23106,0.999871,-0.009263,0.012911,-0.00229
1.00435,-0.074697,-0.015954,0.230963,0.999883,-0.009383,0.01189,-0.002095
1.02436,-0.0747,-0.015957,0.230957,0.999888,-0.009187,0.011578,-0.002155
1.04437,-0.074692,-0.015952,0.230936,0.999884,-0.009265,0.011936,-0.001728
1.06436,-0.074718,-0.015959,0.23102,0.999877,-0.009394,0.012394,-0.00218
1.08437,-0.074714,-0.015959,0.231029,0.999873,-0.009368,0.012754,-0.001679
1.10433,-0.074743,-0.015965,0.231107,0.999874,-0.009633,0.012502,-0.001768
1.12431,-0.074706,-0.015957,0.230999,0.999877,-0.009149,0.012348,-0.003195
1.14432,-0.074721,-0.01596,0.231043,0.999879,-0.009286,0.012324,-0.001899
1.16432,-0.074703,-0.015953,0.230972,0.999884,-0.009288,0.011917,-0.001692
1.18433,-0.074725,-0.015963,0.231045,0.99988,-0.009347,0.012256,-0.001677
1.20434,-0.074691,-0.01596,0.230939,0.999889,-0.00955,0.011445,-0.000853
1.22433,-0.074719,-0.015962,0.231033,0.999875,-0.009448,0.012613,-0.001538
1.24434,-0.074707,-0.015951,0.230999,0.999886,-0.009344,0.011637,-0.002189
1.26431,-0.074692,-0.015955,0.230954,0.999883,-0.009379,0.012026,-0.001519
1.28431,-0.074708,-0.015957,0.230976,0.999885,-0.009407,0.011862,-0.001157
1.30435,-0.074713,-0.015953,0.231012,0.999881,-0.00946,0.012008,-0.001897
1.32432,-0.074731,-0.015963,0.231078,0.999868,-0.009284,0.013114,-0.002265
1.34431,-0.074698,-0.015958,0.23097,0.999879,-0.009352,0.012363,-0.001617
1.36433,-0.07471,-0.015958,0.231008,0.999879,-0.009446,0.012194,-0.001787
1.38432,-0.074728,-0.015961,0.231059,0.999879,-0.009261,0.012233,-0.002704
1.40433,-0.074731,-0.01596,0.231098,0.999865,-0.009277,0.013309,-0.0026
1.42437,-0.074702,-0.015961,0.230969,0.999884,-0.009196,0.012001,-0.001686
1.44435,-0.074724,-0.015957,0.231026,0.99988,-0.009333,0.012215,-0.00168
1.46436,-0.074723,-0.015958,0.231039,0.999875,-0.009513,0.012499,-0.001654
1.48436,-0.074711,-0.015958,0.230995,0.999883,-0.009536,0.011908,-0.001054
1.50435,-0.074698,-0.015953,0.230952,0.999886,-0.009486,0.01169,-0.001306
1.52435,-0.074703,-0.015949,0.230988,0.999885,-0.009111,0.01181,-0.002718
1.54435,-0.07472,-0.015963,0.231018,0.999882,-0.009395,0.012046,-0.001559
1.56435,-0.074721,-0.015957,0.231032,0.999882,-0.009224,0.012015,-0.002623
1.58435,-0.074706,-0.015961,0.231006,0.999884,-0.009363,0.011988,-0.001161
1.60435,-0.074708,-0.015956,0.230993,0.999885,-0.009329,0.011806,-0.001721
1.62434,-0.074719,-0.015951,0.230998,0.999889,-0.009248,0.011385,-0.002599
1.64435,-0.074712,-0.015954,0.231027,0.999875,-0.00916,0.01265,-0.002507
1.66434,-0.074715,-0.015956,0.231007,0.999884,-0.009338,0.011833,-0.00201
1.68434,-0.074724,-0.015954,0.231046,0.99988,-0.009262,0.012301,-0.00177
1.70434,-0.074724,-0.015964,0.231042,0.999877,-0.009335,0.012521,-0.001119
1.72434,-0.074733,-0.015958,0.231092,0.999869,-0.009278,0.013064,-0.002354
1.74434,-0.07472,-0.015957,0.231023,0.999882,-0.009297,0.011981,-0.002451
1.76434,-0.07471,-0.015958,0.231009,0.999883,-0.009235,0.01196,-0.00252
1.78434,-0.074711,-0.015952,0.231002,0.999881,-0.009432,0.012091,-0.001497
1.80434,-0.074716,-0.015958,0.231008,0.999878,-0.009488,0.012266,-0.001904
1.82435,-0.074732,-0.01596,0.23107,0.999876,-0.009376,0.012529,-0.001974
1.84437,-0.074672,-0.015959,0.230908,0.999885,-0.009425,0.011848,-0.001192
1.86432,-0.074336,-0.015799,0.229243,0.999947,-0.009535,0.002166,-0.003184
1.88432,-0.074433,-0.015756,0.230456,0.999899,-0.009688,0.008087,-0.006521
1.90432,-0.074317,-0.015911,0.230302,0.999923,-0.009601,0.007603,-0.001984
1.92432,-0.074375,-0.016022,0.23052,0.999912,-0.008989,0.009362,-0.002828
1.94454,-0.074641,-0.016128,0.231465,0.999842,-0.009359,0.014912,-0.002363
1.96434,-0.07467,-0.016013,0.231473,0.999826,-0.009897,0.015679,-0.002024
1.98432,-0.074814,-0.015953,0.231809,0.999808,-0.010434,0.016301,-0.003156
